	0
chr11:76782124-76782224	ENSMUSG00000020841
chr3:58548521-58548621	ENSMUSG00000027810
chr8:121597561-121597661	ENSMUSG00000031812
chr6:48415686-48415786	ENSMUSG00000042810
chr7:89407755-89407855	ENSMUSG00000049791
chr13:59821979-59822079	ENSMUSG00000035248
chr2:30822426-30822526	ENSMUSG00000026857
chr6:97129524-97129624	ENSMUSG00000035245
chr12:44968784-44968884	ENSMUSG00000046314
chr12:45042484-45042584	ENSMUSG00000046314
chr5:110774767-110774867	ENSMUSG00000029507
chr5:110755973-110756073	ENSMUSG00000029505
chr4:43058953-43059053	ENSMUSG00000028456
chr7:101836932-101837032	ENSMUSG00000032737
chr18:9958180-9958280	ENSMUSG00000024287
chr9:20471149-20471249	ENSMUSG00000059475
chr11:93886652-93886752	ENSMUSG00000059474
chr17:46651801-46651901	ENSMUSG00000097560
chr17:46773101-46773201	ENSMUSG00000097560
chr17:46801601-46801701	ENSMUSG00000097560
chr2:169640713-169640813	ENSMUSG00000047907
chr2:169640913-169641013	ENSMUSG00000047907
chr2:169884513-169884613	ENSMUSG00000047907
chr2:169885613-169885713	ENSMUSG00000047907
chr9:96687370-96687470	ENSMUSG00000040433
chr13:45553558-45553658	ENSMUSG00000046876
chr13:45553658-45553758	ENSMUSG00000046876
chr13:45567258-45567358	ENSMUSG00000046876
chr13:45567358-45567458	ENSMUSG00000046876
chr13:45567858-45567958	ENSMUSG00000046876
chr13:45963858-45963958	ENSMUSG00000046876
chrX:157568071-157568171	ENSMUSG00000046873
chr1:133753257-133753357	ENSMUSG00000026463
chr5:134138411-134138511	ENSMUSG00000015944
chr2:27448379-27448479	ENSMUSG00000026918
chr2:93957017-93957117	ENSMUSG00000098004
chr14:45529592-45529692	ENSMUSG00000037712
chr1:193174346-193174446	ENSMUSG00000079144
chr1:193174446-193174546	ENSMUSG00000079144
chr7:28816041-28816141	ENSMUSG00000015165
chr2:125739786-125739886	ENSMUSG00000035093
chr11:60239714-60239814	ENSMUSG00000000538
chr4:126149644-126149744	ENSMUSG00000050212
chr4:125072672-125072772	ENSMUSG00000050213
chr15:101144522-101144622	ENSMUSG00000000530
chr4:107233914-107234014	ENSMUSG00000028617
chr4:107235814-107235914	ENSMUSG00000028617
chr4:107139255-107139355	ENSMUSG00000028619
chr4:107139555-107139655	ENSMUSG00000028619
chr19:43729872-43729972	ENSMUSG00000025192
chr19:43849821-43849921	ENSMUSG00000025195
chr19:43849921-43850021	ENSMUSG00000025195
chr19:43890321-43890421	ENSMUSG00000025195
chr19:43783192-43783292	ENSMUSG00000025194
chr19:53142945-53143045	ENSMUSG00000025026
chr19:53143045-53143145	ENSMUSG00000025026
chr19:53198845-53198945	ENSMUSG00000025026
chr6:32792876-32792976	ENSMUSG00000053768
chr10:77487861-77487961	ENSMUSG00000032977
chr10:77488161-77488261	ENSMUSG00000032977
chr10:77515761-77515861	ENSMUSG00000032977
chr13:9277428-9277528	ENSMUSG00000048264
chr1:92919883-92919983	ENSMUSG00000026269
chr6:70892415-70892515	ENSMUSG00000031668
chr6:70892815-70892915	ENSMUSG00000031668
chr8:91112357-91112457	ENSMUSG00000031666
chr8:91112457-91112557	ENSMUSG00000031666
chr8:91122557-91122657	ENSMUSG00000031666
chr8:91112384-91112484	ENSMUSG00000031667
chr8:88591654-88591754	ENSMUSG00000031661
chr5:44473032-44473132	ENSMUSG00000039706
chr5:44473332-44473432	ENSMUSG00000039706
chr5:44476432-44476532	ENSMUSG00000039706
chr5:44479132-44479232	ENSMUSG00000039706
chr5:66307603-66307703	ENSMUSG00000029207
chr5:66480303-66480403	ENSMUSG00000029207
chr5:66480603-66480703	ENSMUSG00000029207
chr18:34808608-34808708	ENSMUSG00000038773
chr4:109385268-109385368	ENSMUSG00000028552
chr4:99258634-99258734	ENSMUSG00000028550
chr4:109454298-109454398	ENSMUSG00000028557
chr13:14187632-14187732	ENSMUSG00000039219
chr14:21031642-21031742	ENSMUSG00000021824
chr14:21031742-21031842	ENSMUSG00000021824
chr9:113654944-113655044	ENSMUSG00000032504
chr9:113659844-113659944	ENSMUSG00000032504
chr9:113708044-113708144	ENSMUSG00000032504
chr14:21031733-21031833	ENSMUSG00000021823
chr12:76448297-76448397	ENSMUSG00000073000
chr9:20594491-20594591	ENSMUSG00000058192
chr9:3634678-3634778	ENSMUSG00000041624
chr3:33809032-33809132	ENSMUSG00000027677
chr3:33809132-33809232	ENSMUSG00000027677
chr2:165992636-165992736	ENSMUSG00000027678
chr2:166051736-166051836	ENSMUSG00000027678
chr12:117756079-117756179	ENSMUSG00000041992
chr2:70714107-70714207	ENSMUSG00000041997
chr5:102845891-102845991	ENSMUSG00000057315
chr5:102891991-102892091	ENSMUSG00000057315
chr13:98844419-98844519	ENSMUSG00000009470
chr13:98922719-98922819	ENSMUSG00000009470
chr9:22085246-22085346	ENSMUSG00000066839
chr3:130040859-130040959	ENSMUSG00000001052
chr8:18691763-18691863	ENSMUSG00000031465
chr8:18691863-18691963	ENSMUSG00000031465
chr7:36769118-36769218	ENSMUSG00000021217
chr7:36770918-36771018	ENSMUSG00000021217
chr13:3538075-3538175	ENSMUSG00000021218
chr4:155095677-155095777	ENSMUSG00000029049
chr4:155074910-155075010	ENSMUSG00000029048
chr4:129722664-129722764	ENSMUSG00000028790
chr4:129623374-129623474	ENSMUSG00000028795
chr4:128773688-128773788	ENSMUSG00000028799
chr12:64966942-64967042	ENSMUSG00000035614
chr12:64967842-64967942	ENSMUSG00000035614
chr8:46578994-46579094	ENSMUSG00000038225
chr19:41214942-41215042	ENSMUSG00000025016
chr19:41558745-41558845	ENSMUSG00000025019
chrX:135801494-135801594	ENSMUSG00000072964
chr9:58888387-58888487	ENSMUSG00000032340
chr9:59035887-59035987	ENSMUSG00000032340
chr9:59036087-59036187	ENSMUSG00000032340
chr9:59036387-59036487	ENSMUSG00000032340
chr11:77216287-77216387	ENSMUSG00000037926
chr11:77449687-77449787	ENSMUSG00000037926
chr11:77453387-77453487	ENSMUSG00000037926
chr11:77453787-77453887	ENSMUSG00000037926
chr11:77454287-77454387	ENSMUSG00000037926
chr11:77454787-77454887	ENSMUSG00000037926
chr11:77455087-77455187	ENSMUSG00000037926
chr9:66819194-66819294	ENSMUSG00000053040
chr12:44968747-44968847	ENSMUSG00000086012
chr2:4603517-4603617	ENSMUSG00000026657
chr7:59276550-59276650	ENSMUSG00000025326
chr8:69088511-69088611	ENSMUSG00000036330
chr8:69088611-69088711	ENSMUSG00000036330
chr14:48512028-48512128	ENSMUSG00000036339
chr12:118299533-118299633	ENSMUSG00000025323
chr16:4288029-4288129	ENSMUSG00000005580
chr16:4418329-4418429	ENSMUSG00000005580
chr12:119237922-119238022	ENSMUSG00000025321
chr12:119238422-119238522	ENSMUSG00000025321
chr2:130450478-130450578	ENSMUSG00000027303
chr2:119732968-119733068	ENSMUSG00000027304
chr2:119660346-119660446	ENSMUSG00000027305
chr10:82859151-82859251	ENSMUSG00000020250
chr10:82896051-82896151	ENSMUSG00000020250
chr12:85746739-85746839	ENSMUSG00000034258
chr4:45399723-45399823	ENSMUSG00000045973
chr16:97859410-97859510	ENSMUSG00000045975
chr16:97859510-97859610	ENSMUSG00000045975
chr4:150866319-150866419	ENSMUSG00000028967
chr4:150866619-150866719	ENSMUSG00000028967
chr3:103744266-103744366	ENSMUSG00000078620
chr9:31030744-31030844	ENSMUSG00000047412
chr12:95779226-95779326	ENSMUSG00000047414
chr12:95780026-95780126	ENSMUSG00000047414
chr12:95780226-95780326	ENSMUSG00000047414
chr12:95780526-95780626	ENSMUSG00000047414
chr4:47016169-47016269	ENSMUSG00000066191
chr16:44745668-44745768	ENSMUSG00000022668
chr16:44746068-44746168	ENSMUSG00000022668
chr10:128567923-128568023	ENSMUSG00000018166
chr7:39567102-39567202	ENSMUSG00000108621
chr6:99626935-99627035	ENSMUSG00000093661
chr6:119572296-119572396	ENSMUSG00000030172
chr6:119572596-119572696	ENSMUSG00000030172
chr6:119797096-119797196	ENSMUSG00000030172
chr8:123232042-123232142	ENSMUSG00000033862
chr13:55596835-55596935	ENSMUSG00000058569
chr2:31801776-31801876	ENSMUSG00000026842
chr17:34627462-34627562	ENSMUSG00000015474
chr11:60864952-60865052	ENSMUSG00000043284
chr15:102409343-102409443	ENSMUSG00000001280
chr9:96944382-96944482	ENSMUSG00000046997
chr11:49245291-49245391	ENSMUSG00000020346
chr11:49261391-49261491	ENSMUSG00000020346
chr6:128014696-128014796	ENSMUSG00000030352
chr4:124850679-124850779	ENSMUSG00000028889
chr13:100539707-100539807	ENSMUSG00000021638
chr9:107852859-107852959	ENSMUSG00000032582
chr4:116804548-116804648	ENSMUSG00000033985
chr14:62292689-62292789	ENSMUSG00000021932
chr3:20006754-20006854	ENSMUSG00000003617
chr17:10319071-10319171	ENSMUSG00000062078
chr14:67008739-67008839	ENSMUSG00000022051
chr2:38030295-38030395	ENSMUSG00000108155
chr14:78511746-78511846	ENSMUSG00000022016
chr14:79301456-79301556	ENSMUSG00000022018
chr1:62344024-62344124	ENSMUSG00000052062
chr1:62637724-62637824	ENSMUSG00000052062
chr7:81213596-81213696	ENSMUSG00000025584
chr4:115632625-115632725	ENSMUSG00000028713
chr4:115633025-115633125	ENSMUSG00000028713
chr4:115633225-115633325	ENSMUSG00000028713
chr19:58797451-58797551	ENSMUSG00000025092
chr19:58799151-58799251	ENSMUSG00000025092
chr16:35000810-35000910	ENSMUSG00000022836
chr19:28262551-28262651	ENSMUSG00000052942
chr19:28531651-28531751	ENSMUSG00000052942
chr7:132883425-132883525	ENSMUSG00000030965
chr6:149518886-149518986	ENSMUSG00000003452
chr1:58463651-58463751	ENSMUSG00000026036
chr18:6788605-6788705	ENSMUSG00000073639
chr9:88570120-88570220	ENSMUSG00000032425
chr9:88482309-88482409	ENSMUSG00000032423
chrX:7597609-7597709	ENSMUSG00000031143
chr9:57541028-57541128	ENSMUSG00000032305
chr1:105277914-105278014	ENSMUSG00000047496
chr1:105284214-105284314	ENSMUSG00000047496
chr3:30896550-30896650	ENSMUSG00000037661
chr14:20141458-20141558	ENSMUSG00000023243
chr14:20141558-20141658	ENSMUSG00000023243
chr14:20141858-20141958	ENSMUSG00000023243
chr14:20142158-20142258	ENSMUSG00000023243
chr6:137527445-137527545	ENSMUSG00000015766
chr6:115628667-115628767	ENSMUSG00000000441
chr13:16857855-16857955	ENSMUSG00000055137
chr13:16857955-16858055	ENSMUSG00000055137
chr14:45657961-45658061	ENSMUSG00000093167
chr10:128907589-128907689	ENSMUSG00000025351
chr11:120458115-120458215	ENSMUSG00000049957
chr10:29347066-29347166	ENSMUSG00000019883
chr19:7457601-7457701	ENSMUSG00000024758
chr19:7096168-7096268	ENSMUSG00000036278
chr12:51348261-51348361	ENSMUSG00000035293
chr5:100533509-100533609	ENSMUSG00000035297
chr11:75526240-75526340	ENSMUSG00000038188
chr3:8802246-8802346	ENSMUSG00000040269
chr5:38527513-38527613	ENSMUSG00000005103
chr9:65294260-65294360	ENSMUSG00000015357
chr11:69913272-69913372	ENSMUSG00000047284
chr8:60522532-60522632	ENSMUSG00000057228
chr1:193263934-193264034	ENSMUSG00000016194
chr12:81918030-81918130	ENSMUSG00000021140
chr8:40511640-40511740	ENSMUSG00000031601
chr17:48410214-48410314	ENSMUSG00000040771
chr11:70644696-70644796	ENSMUSG00000014606
chr17:29697878-29697978	ENSMUSG00000024018
chr4:65381403-65381503	ENSMUSG00000028373
chrX:151469575-151469675	ENSMUSG00000025262
chr11:69943439-69943539	ENSMUSG00000018566
chr6:54817216-54817316	ENSMUSG00000058446
chr14:55745420-55745520	ENSMUSG00000002332
chr18:50064327-50064427	ENSMUSG00000062210
chr6:142126261-142126361	ENSMUSG00000079262
chr9:114405505-114405605	ENSMUSG00000079260
chr1:59484724-59484824	ENSMUSG00000041075
chr12:51988512-51988612	ENSMUSG00000020956
chr2:142700974-142701074	ENSMUSG00000038844
chr11:106822466-106822566	ENSMUSG00000018363
chr10:85114527-85114627	ENSMUSG00000060935
chr5:35706180-35706280	ENSMUSG00000036553
chr7:128271879-128271979	ENSMUSG00000030780
chr7:128271857-128271957	ENSMUSG00000030781
chr11:3502275-3502375	ENSMUSG00000034570
chrX:111439192-111439292	ENSMUSG00000025665
chr11:62281473-62281573	ENSMUSG00000042298
chr13:23870250-23870350	ENSMUSG00000021335
chr13:23879350-23879450	ENSMUSG00000021335
chr19:42591059-42591159	ENSMUSG00000025184
chr1:118332839-118332939	ENSMUSG00000026377
chr17:39847658-39847758	ENSMUSG00000098178
chr2:131936428-131936528	ENSMUSG00000079037
chr14:105154851-105154951	ENSMUSG00000022119
chr1:162877017-162877117	ENSMUSG00000040170
chr11:121512049-121512149	ENSMUSG00000039230
chr19:4751613-4751713	ENSMUSG00000096370
chr7:143258955-143259055	ENSMUSG00000101609
chr1:34818019-34818119	ENSMUSG00000037503
chr8:110618585-110618685	ENSMUSG00000010936
chr4:43493300-43493400	ENSMUSG00000028461
chr9:56995423-56995523	ENSMUSG00000032290
chr1:133272310-133272410	ENSMUSG00000041757
chr15:6306244-6306344	ENSMUSG00000089771
chr12:104697042-104697142	ENSMUSG00000041415
chr16:43313581-43313681	ENSMUSG00000022708
chr16:43585481-43585581	ENSMUSG00000022708
chr16:43602881-43602981	ENSMUSG00000022708
chr16:43618881-43618981	ENSMUSG00000022708
chr4:136010268-136010368	ENSMUSG00000028668
chr4:136010368-136010468	ENSMUSG00000028668
chr2:134845967-134846067	ENSMUSG00000051177
chr2:135364767-135364867	ENSMUSG00000051177
chr2:135472167-135472267	ENSMUSG00000051177
chr11:120963549-120963649	ENSMUSG00000025162
chr9:52047973-52048073	ENSMUSG00000032050
chr7:79737557-79737657	ENSMUSG00000030545
chr8:46181771-46181871	ENSMUSG00000031631
chr5:107597667-107597767	ENSMUSG00000029276
chr5:107909953-107910053	ENSMUSG00000029270
chr7:84605759-84605859	ENSMUSG00000030630
chr8:93302969-93303069	ENSMUSG00000057074
chr10:128806862-128806962	ENSMUSG00000025354
chr17:26975917-26976017	ENSMUSG00000048731
chr11:115410652-115410752	ENSMUSG00000018858
chr4:117268351-117268451	ENSMUSG00000048772
chr10:85015416-85015516	ENSMUSG00000035620
chr3:152186711-152186811	ENSMUSG00000028035
chr3:151731222-151731322	ENSMUSG00000028037
chr3:151801702-151801802	ENSMUSG00000028036
chr3:131631768-131631868	ENSMUSG00000028032
chr3:131643068-131643168	ENSMUSG00000028032
chr11:71010364-71010464	ENSMUSG00000018442
chr2:131302864-131302964	ENSMUSG00000048911
chr17:34118823-34118923	ENSMUSG00000024335
chr13:64128010-64128110	ENSMUSG00000033114
chr18:61084450-61084550	ENSMUSG00000024620
chr1:170215120-170215220	ENSMUSG00000026667
chr13:58381846-58381946	ENSMUSG00000021550
chr3:30679258-30679358	ENSMUSG00000074653
chr11:115245187-115245287	ENSMUSG00000045980
chr18:36402519-36402619	ENSMUSG00000046727
chr1:97645918-97646018	ENSMUSG00000044768
chr2:161052578-161052678	ENSMUSG00000057133
chr2:119018979-119019079	ENSMUSG00000039983
chr18:38841734-38841834	ENSMUSG00000036452
chr18:38898734-38898834	ENSMUSG00000036452
chr5:115097137-115097237	ENSMUSG00000029550
chr17:24078780-24078880	ENSMUSG00000024122
chr2:150950019-150950119	ENSMUSG00000068115
chr3:69344261-69344361	ENSMUSG00000027784
chr3:69553761-69553861	ENSMUSG00000027784
chr2:22873894-22873994	ENSMUSG00000026786
chr7:120958136-120958236	ENSMUSG00000030878
chr1:131977567-131977667	ENSMUSG00000026435
chr1:132503765-132503865	ENSMUSG00000026439
chr2:130880859-130880959	ENSMUSG00000085566
chr19:17433132-17433232	ENSMUSG00000024713
chr19:17433632-17433732	ENSMUSG00000024713
chr2:128851418-128851518	ENSMUSG00000014353
chr11:117839324-117839424	ENSMUSG00000017718
chr18:35562404-35562504	ENSMUSG00000099703
chr18:35572404-35572504	ENSMUSG00000099703
chr1:78818123-78818223	ENSMUSG00000099706
chr10:79526830-79526930	ENSMUSG00000052151
chr7:75610834-75610934	ENSMUSG00000066406
chr10:99264531-99264631	ENSMUSG00000019960
chr7:57824592-57824692	ENSMUSG00000033676
chr12:69748748-69748848	ENSMUSG00000020990
chr16:18075657-18075757	ENSMUSG00000003526
chr16:18075757-18075857	ENSMUSG00000003526
chr13:35979797-35979897	ENSMUSG00000046573
chr13:36010397-36010497	ENSMUSG00000046573
chr13:36092797-36092897	ENSMUSG00000046573
chr1:64734858-64734958	ENSMUSG00000045005
chr11:20239337-20239437	ENSMUSG00000044066
chr2:156484809-156484909	ENSMUSG00000027624
chr9:65794891-65794991	ENSMUSG00000040524
chr9:78065324-78065424	ENSMUSG00000023333
chr11:3645185-3645285	ENSMUSG00000056579
chr8:109562511-109562611	ENSMUSG00000037993
chr13:81669306-81669406	ENSMUSG00000035840
chr11:115799783-115799883	ENSMUSG00000034471
chr3:96246654-96246754	ENSMUSG00000070392
chr1:82288301-82288401	ENSMUSG00000055980
chr1:82288401-82288501	ENSMUSG00000055980
chr2:132906589-132906689	ENSMUSG00000027356
chr2:126552607-126552707	ENSMUSG00000027359
chr1:191909667-191909767	ENSMUSG00000037434
chr9:54917383-54917483	ENSMUSG00000035878
chr8:94386738-94386838	ENSMUSG00000031770
chr8:94779609-94779709	ENSMUSG00000031778
chr8:94779709-94779809	ENSMUSG00000031778
chr5:34444733-34444833	ENSMUSG00000037210
chr4:135416508-135416608	ENSMUSG00000059713
chr2:24454818-24454918	ENSMUSG00000085057
chr10:88924992-88925092	ENSMUSG00000020062
chr10:88925092-88925192	ENSMUSG00000020062
chr10:63320605-63320705	ENSMUSG00000020063
chr1:127928473-127928573	ENSMUSG00000036104
chr9:80264206-80264306	ENSMUSG00000099016
chr4:47470467-47470567	ENSMUSG00000039740
chr1:65273683-65273783	ENSMUSG00000025949
chr16:52083549-52083649	ENSMUSG00000022637
chr16:52424296-52424396	ENSMUSG00000022636
chr16:18925637-18925737	ENSMUSG00000022702
chr16:18969737-18969837	ENSMUSG00000022702
chr9:37413697-37413797	ENSMUSG00000032125
chr1:161070401-161070501	ENSMUSG00000026709
chr5:115300910-115301010	ENSMUSG00000009013
chr10:127815452-127815552	ENSMUSG00000069456
chr5:104480150-104480250	ENSMUSG00000034462
chr4:139058188-139058288	ENSMUSG00000041143
chr4:139058388-139058488	ENSMUSG00000041143
chr10:91123974-91124074	ENSMUSG00000061904
chr17:32947288-32947388	ENSMUSG00000024055
chr14:75906837-75906937	ENSMUSG00000067995
chr6:119480768-119480868	ENSMUSG00000030019
chr2:60209263-60209363	ENSMUSG00000026987
chr1:164151791-164151891	ENSMUSG00000086593
chr2:93456019-93456119	ENSMUSG00000075025
chr19:28911749-28911849	ENSMUSG00000024935
chr15:72808721-72808821	ENSMUSG00000047921
chr8:109860184-109860284	ENSMUSG00000078143
chr8:109860484-109860584	ENSMUSG00000078143
chr8:68905291-68905391	ENSMUSG00000015568
chr5:92054564-92054664	ENSMUSG00000097479
chr5:19227836-19227936	ENSMUSG00000040003
chr5:19290236-19290336	ENSMUSG00000040003
chr5:19718236-19718336	ENSMUSG00000040003
chr5:19852836-19852936	ENSMUSG00000040003
chr16:23108144-23108244	ENSMUSG00000022884
chr10:17915212-17915312	ENSMUSG00000039879
chr7:119786023-119786123	ENSMUSG00000030935
chr10:4356480-4356580	ENSMUSG00000038587
chr5:122321465-122321565	ENSMUSG00000038582
chr10:53344067-53344167	ENSMUSG00000038583
chr6:134541976-134542076	ENSMUSG00000030201
chr7:101787633-101787733	ENSMUSG00000001829
chr14:27652828-27652928	ENSMUSG00000040640
chr14:27839428-27839528	ENSMUSG00000040640
chr14:28476028-28476128	ENSMUSG00000040640
chr2:74858603-74858703	ENSMUSG00000027099
chr2:168182486-168182586	ENSMUSG00000093752
chr2:168184586-168184686	ENSMUSG00000093752
chr12:54695740-54695840	ENSMUSG00000054302
chr6:18435178-18435278	ENSMUSG00000000416
chr13:95603604-95603704	ENSMUSG00000048376
chr3:159839672-159839772	ENSMUSG00000028173
chr3:159937272-159937372	ENSMUSG00000028173
chr17:73239785-73239885	ENSMUSG00000054469
chr19:8820201-8820301	ENSMUSG00000071659
chr7:99839769-99839869	ENSMUSG00000035227
chr4:141685349-141685449	ENSMUSG00000078515
chr9:62797621-62797721	ENSMUSG00000032244
chr3:37405310-37405410	ENSMUSG00000050174
chr2:49279408-49279508	ENSMUSG00000036792
chr11:33159887-33159987	ENSMUSG00000057113
chr2:121506611-121506711	ENSMUSG00000068479
chr13:30381141-30381241	ENSMUSG00000049115
chr7:65313265-65313365	ENSMUSG00000030516
chr15:10952332-10952432	ENSMUSG00000058914
chr19:38836879-38836979	ENSMUSG00000048720
chr19:38916679-38916779	ENSMUSG00000048720
chr13:98806307-98806407	ENSMUSG00000041685
chr8:22862135-22862235	ENSMUSG00000031540
chr12:15843103-15843203	ENSMUSG00000097580
chr12:15843203-15843303	ENSMUSG00000097580
chr12:15843403-15843503	ENSMUSG00000097580
chr10:29313534-29313634	ENSMUSG00000110830
chr14:61367186-61367286	ENSMUSG00000021929
chr14:61439786-61439886	ENSMUSG00000021929
chr8:13256463-13256563	ENSMUSG00000038506
chr7:98715303-98715403	ENSMUSG00000030753
chr7:98715403-98715503	ENSMUSG00000030753
chr18:73590144-73590244	ENSMUSG00000037253
chr18:73590344-73590444	ENSMUSG00000037253
chr8:22377751-22377851	ENSMUSG00000031482
chr14:72575446-72575546	ENSMUSG00000033487
chr6:142828345-142828445	ENSMUSG00000030283
chr6:142828945-142829045	ENSMUSG00000030283
chr6:146109099-146109199	ENSMUSG00000030287
chr6:146110899-146110999	ENSMUSG00000030287
chr6:146501899-146501999	ENSMUSG00000030287
chr11:121054758-121054858	ENSMUSG00000039364
chr16:4085528-4085628	ENSMUSG00000022521
chr5:137612903-137613003	ENSMUSG00000029718
chr11:53415433-53415533	ENSMUSG00000049470
chr11:69404508-69404608	ENSMUSG00000018476
chr5:14712785-14712885	ENSMUSG00000098233
chr4:56879923-56880023	ENSMUSG00000055296
chr14:62956390-62956490	ENSMUSG00000014547
chr8:8632875-8632975	ENSMUSG00000108912
chr9:44920657-44920757	ENSMUSG00000038717
chr17:28007840-28007940	ENSMUSG00000024219
chr17:28060740-28060840	ENSMUSG00000024219
chr10:53596957-53597057	ENSMUSG00000019857
chr10:53607657-53607757	ENSMUSG00000019857
chr16:24979250-24979350	ENSMUSG00000033306
chr6:23132873-23132973	ENSMUSG00000029695
chr1:153456558-153456658	ENSMUSG00000042699
chr11:78160099-78160199	ENSMUSG00000017386
chr15:91686475-91686575	ENSMUSG00000036273
chr15:91686575-91686675	ENSMUSG00000036273
chr16:96315501-96315601	ENSMUSG00000074892
chr5:3543833-3543933	ENSMUSG00000058503
chr14:66153557-66153657	ENSMUSG00000059456
chr14:66153757-66153857	ENSMUSG00000059456
chr14:66153857-66153957	ENSMUSG00000059456
chr2:26059910-26060010	ENSMUSG00000087515
chr19:32323127-32323227	ENSMUSG00000040451
chr16:45965006-45965106	ENSMUSG00000085826
chr11:61366701-61366801	ENSMUSG00000010122
chr9:32260136-32260236	ENSMUSG00000041444
chr19:28011021-28011121	ENSMUSG00000040929
chr16:31863143-31863243	ENSMUSG00000022770
chr16:31957213-31957313	ENSMUSG00000022774
chr17:43087755-43087855	ENSMUSG00000023915
chr3:85672626-85672726	ENSMUSG00000102805
chr9:14547766-14547866	ENSMUSG00000013076
chr5:88954818-88954918	ENSMUSG00000060961
chr5:89057018-89057118	ENSMUSG00000060961
chr8:61394772-61394872	ENSMUSG00000031642
chr2:26090035-26090135	ENSMUSG00000026932
chr4:96045234-96045334	ENSMUSG00000028571
chr4:96045334-96045434	ENSMUSG00000028571
chr4:95918507-95918607	ENSMUSG00000028573
chr17:33917599-33917699	ENSMUSG00000024308
chr17:33917799-33917899	ENSMUSG00000024308
chr17:33918199-33918299	ENSMUSG00000024308
chr9:110899570-110899670	ENSMUSG00000044037
chr11:3984936-3985036	ENSMUSG00000049721
chr11:116167785-116167885	ENSMUSG00000020776
chr18:60245680-60245780	ENSMUSG00000073555
chr11:97328716-97328816	ENSMUSG00000018882
chr2:30149846-30149946	ENSMUSG00000039678
chr5:20997845-20997945	ENSMUSG00000028771
chr19:25200429-25200529	ENSMUSG00000052085
chr16:5212028-5212128	ENSMUSG00000051669
chr14:99874886-99874986	ENSMUSG00000072294
chr11:70460533-70460633	ENSMUSG00000040829
chr15:85797883-85797983	ENSMUSG00000022383
chr15:85801283-85801383	ENSMUSG00000022383
chr14:54690171-54690271	ENSMUSG00000040822
chr15:81811521-81811621	ENSMUSG00000022389
chr15:81823521-81823621	ENSMUSG00000022389
chr15:81824121-81824221	ENSMUSG00000022389
chr7:97685610-97685710	ENSMUSG00000086993
chr18:67675711-67675811	ENSMUSG00000024539
chr16:91615868-91615968	ENSMUSG00000085337
chr1:168431964-168432064	ENSMUSG00000052534
chr3:104015659-104015759	ENSMUSG00000052539
chr14:19811502-19811602	ENSMUSG00000021807
chr16:32298859-32298959	ENSMUSG00000014074
chr16:50193944-50194044	ENSMUSG00000022641
chr11:80483626-80483726	ENSMUSG00000035441
chr11:80484226-80484326	ENSMUSG00000035441
chr1:143646764-143646864	ENSMUSG00000033849
chr3:145148588-145148688	ENSMUSG00000028256
chr2:144406983-144407083	ENSMUSG00000027425
chr2:120745054-120745154	ENSMUSG00000027284
chr19:31986654-31986754	ENSMUSG00000024887
chr2:11541533-11541633	ENSMUSG00000026773
chr11:48850048-48850148	ENSMUSG00000086245
chr9:72619193-72619293	ENSMUSG00000098573
chr11:98210759-98210859	ENSMUSG00000003119
chr4:121061037-121061137	ENSMUSG00000043207
chr4:121098137-121098237	ENSMUSG00000043207
chr8:124895908-124896008	ENSMUSG00000074030
chr19:34670003-34670103	ENSMUSG00000009378
chr7:123171185-123171285	ENSMUSG00000052707
chr7:123171885-123171985	ENSMUSG00000052707
chr7:141258184-141258284	ENSMUSG00000038611
chr7:141258284-141258384	ENSMUSG00000038611
chr9:108392053-108392153	ENSMUSG00000032612
chr5:92054546-92054646	ENSMUSG00000029405
chr11:86757351-86757451	ENSMUSG00000047126
chr18:32080241-32080341	ENSMUSG00000024384
chr17:34957336-34957436	ENSMUSG00000090877
chr19:7341396-7341496	ENSMUSG00000024969
chr3:30012379-30012479	ENSMUSG00000085702
chr10:89640921-89641021	ENSMUSG00000069539
chr11:3307926-3308026	ENSMUSG00000053263
chr18:36766830-36766930	ENSMUSG00000001380
chr14:97831253-97831353	ENSMUSG00000055639
chr9:22239514-22239614	ENSMUSG00000057982
chr6:30304289-30304389	ENSMUSG00000039159
chr11:29172990-29173090	ENSMUSG00000020463
chr11:29218490-29218590	ENSMUSG00000020463
chr9:26764644-26764744	ENSMUSG00000036395
chr9:26788344-26788444	ENSMUSG00000036395
chr7:28305716-28305816	ENSMUSG00000003438
chr8:93271936-93272036	ENSMUSG00000031725
chr8:109672325-109672425	ENSMUSG00000031729
chr17:24962428-24962528	ENSMUSG00000038002
chr5:88756455-88756555	ENSMUSG00000006262
chr8:88200013-88200113	ENSMUSG00000036779
chr8:88200113-88200213	ENSMUSG00000036779
chr8:88257113-88257213	ENSMUSG00000036779
chr9:63647667-63647767	ENSMUSG00000032402
chr9:56258526-56258626	ENSMUSG00000074305
chr13:20801219-20801319	ENSMUSG00000021322
chr13:20801319-20801419	ENSMUSG00000021322
chr4:141763589-141763689	ENSMUSG00000040697
chr4:141763689-141763789	ENSMUSG00000040697
chr2:130880866-130880966	ENSMUSG00000080989
chrX:157444555-157444655	ENSMUSG00000071708
chr4:117868099-117868199	ENSMUSG00000091237
chr9:72356475-72356575	ENSMUSG00000103133
chr8:68346767-68346867	ENSMUSG00000053886
chr16:45759843-45759943	ENSMUSG00000033149
chr14:54467964-54468064	ENSMUSG00000022175
