Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
positive regulation of release of cytochrome c from mitochondria (GO:0090200)	2/27	0.2435911784304699290171214443034841679036617279052734375	0.54122324370098351398183922356110997498035430908203125	0.30094028011247975218367400884744711220264434814453125	0.660114503554611875557611710974015295505523681640625	-0.479064882364491	0.6765660664957127	BNIP3;MFF
mitotic cell cycle arrest (GO:0071850)	1/15	0.414095324785507645781734709089505486190319061279296875	0.6025307798428032324267178410082124173641204833984375	0.460929468795133467917679581660195253789424896240234375	0.68000150777448886696419094732846133410930633544921875	-0.7627535583764197	0.6724885994433953	CDC14B
positive regulation of interleukin-1 production (GO:0032732)	1/13	0.370792897769820217757086311394232325255870819091796875	0.57893940762593587567863551157643087208271026611328125	0.417620788724371194700069054306368343532085418701171875	0.6695487183521675600417211171588860452175140380859375	-0.6714132405518938	0.6661168638596571	TLR4
mitotic sister chromatid cohesion (GO:0007064)	1/16	0.43461737993450932915351359042688272893428802490234375	0.61432465415753301218870774391689337790012359619140625	0.4813627061450176380930088271270506083965301513671875	0.6892074728163295471716764950542710721492767333984375	-0.7911950699003704	0.6592943237047315	MAU2
cardiac epithelial to mesenchymal transition (GO:0060317)	1/17	0.45442161502306699372155662786099128425121307373046875	0.62548734900509239675869821439846418797969818115234375	0.50102274237574395687744299721089191734790802001953125	0.69782700870515623758905121576390229165554046630859375	-0.8347314746593381	0.6583776261521691	NOTCH1
regulation of exosomal secretion (GO:1903541)	1/17	0.45442161502306699372155662786099128425121307373046875	0.62548734900509239675869821439846418797969818115234375	0.50102274237574395687744299721089191734790802001953125	0.69782700870515623758905121576390229165554046630859375	-0.828013516510942	0.6530789720668709	SDCBP
cytoskeletal anchoring at plasma membrane (GO:0007016)	1/10	0.299774889330257143793545537846512161195278167724609375	0.55806046649199914089223284463514573872089385986328125	0.3460602870411924047999718823120929300785064697265625	0.660114503554611875557611710974015295505523681640625	-0.5409351453736224	0.6516772572074133	FLNB
regulation of transcription from RNA polymerase I promoter (GO:0006356)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.8716111761661066	0.6515585156044436	EIF2AK3
establishment or maintenance of actin cytoskeleton polarity (GO:0030950)	1/15	0.414095324785507645781734709089505486190319061279296875	0.6025307798428032324267178410082124173641204833984375	0.460929468795133467917679581660195253789424896240234375	0.68000150777448886696419094732846133410930633544921875	-0.7361687964044161	0.6490499026995304	RHOF
signal transduction involved in DNA damage checkpoint (GO:0072422)	1/14	0.392829470106009381868972241136361844837665557861328125	0.588320142108581745077344749006442725658416748046875	0.4396926771660043531397832339280284941196441650390625	0.67149228149285844491345187634578905999660491943359375	-0.6944913028201793	0.6489185610057618	CDC14B
establishment of epithelial cell apical/basal polarity (GO:0045198)	1/10	0.299774889330257143793545537846512161195278167724609375	0.55806046649199914089223284463514573872089385986328125	0.3460602870411924047999718823120929300785064697265625	0.660114503554611875557611710974015295505523681640625	-0.5382913585395982	0.6484922251987277	MYO9A
vesicle fusion (GO:0006906)	5/95	0.2394193320737733332581598233446129597723484039306640625	0.54122324370098351398183922356110997498035430908203125	0.328515675105751248086249916013912297785282135009765625	0.660114503554611875557611710974015295505523681640625	-0.45314010485062467	0.6477813331408017	RAB20;GOSR1;VTI1A;ANKFY1;SEC22A
positive regulation of biomineral tissue development (GO:0070169)	2/34	0.335007356505121534073765587891102768480777740478515625	0.56835738796143331352794803024153225123882293701171875	0.39793658408630061540378619611146859824657440185546875	0.66641728371829833665884734728024341166019439697265625	-0.5917619483393799	0.6471525163477231	ANO6;ACVR2A
regulation of mRNA 3'-end processing (GO:0031440)	1/11	0.324295028276144481349518855495261959731578826904296875	0.56037711460262606966153953180764801800251007080078125	0.37083932353376225510288577424944378435611724853515625	0.660114503554611875557611710974015295505523681640625	-0.5742465928908351	0.6466600049920043	CDC73
collagen fibril organization (GO:0030199)	2/30	0.28292493329623569220387935274629853665828704833984375	0.55806046649199914089223284463514573872089385986328125	0.34309811718435712091235245679854415357112884521484375	0.660114503554611875557611710974015295505523681640625	-0.5114085643705492	0.6456909879330518	NF1;DDR2
positive regulation of macromolecule metabolic process (GO:0010604)	13/277	0.1753263926140015971366636904349434189498424530029296875	0.527829334563790109058345478842966258525848388671875	0.3058452884952835848508811977808363735675811767578125	0.660114503554611875557611710974015295505523681640625	-0.3691191231673731	0.6426754984856199	SRPK2;PID1;ANGPT1;ROCK2;EIF2AK3;ANK2;MITF;ETS1;MTOR;ITCH;KRAS;VPS35;TLR4
regulation of secretion (GO:0051046)	1/15	0.414095324785507645781734709089505486190319061279296875	0.6025307798428032324267178410082124173641204833984375	0.460929468795133467917679581660195253789424896240234375	0.68000150777448886696419094732846133410930633544921875	-0.7270070306576002	0.6409723487532476	KCNQ1
pyrimidine nucleoside biosynthetic process (GO:0046134)	1/16	0.43461737993450932915351359042688272893428802490234375	0.61432465415753301218870774391689337790012359619140625	0.4813627061450176380930088271270506083965301513671875	0.6892074728163295471716764950542710721492767333984375	-0.7688580727175695	0.640681144715783	TK2
regulation of cation channel activity (GO:2001257)	4/72	0.2446273004255641592141756746059400029480457305908203125	0.54122324370098351398183922356110997498035430908203125	0.32473052518661382759290745525504462420940399169921875	0.660114503554611875557611710974015295505523681640625	-0.454395919273304	0.6397982920758515	CAMK2D;DLG1;PDE4D;ANK2
embryo development ending in birth or egg hatching (GO:0009792)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.8557982902462765	0.6397378543290041	UBR3
negative regulation of endothelial cell proliferation (GO:0001937)	2/31	0.296013455480265197383715758405742235481739044189453125	0.55806046649199914089223284463514573872089385986328125	0.356980520964826464336283606826327741146087646484375	0.660114503554611875557611710974015295505523681640625	-0.5234110983532101	0.6371746931890994	NF1;SYNJ2BP
positive regulation of autophagy (GO:0010508)	4/68	0.214529176514412556198152515207766555249691009521484375	0.54122324370098351398183922356110997498035430908203125	0.29031723733306724621883176951087079942226409912109375	0.660114503554611875557611710974015295505523681640625	-0.41374765905603317	0.6368857141110419	BNIP3;KDR;GNAI3;WAC
histone H3-K9 demethylation (GO:0033169)	1/13	0.370792897769820217757086311394232325255870819091796875	0.57893940762593587567863551157643087208271026611328125	0.417620788724371194700069054306368343532085418701171875	0.6695487183521675600417211171588860452175140380859375	-0.6416774230299972	0.6366156143822007	KDM4A
protein glycosylation (GO:0006486)	7/131	0.17600372278982712170858349054469726979732513427734375	0.527829334563790109058345478842966258525848388671875	0.268541685829022658271725276790675707161426544189453125	0.660114503554611875557611710974015295505523681640625	-0.36606751638479834	0.6359508411431113	B4GALT1;TNKS2;B3GALT2;ST8SIA4;B3GNT2;LARGE1;OGT
TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	2/30	0.28292493329623569220387935274629853665828704833984375	0.55806046649199914089223284463514573872089385986328125	0.34309811718435712091235245679854415357112884521484375	0.660114503554611875557611710974015295505523681640625	-0.5035169252994799	0.6357272122296053	TRAF3;TLR4
very long-chain fatty acid biosynthetic process (GO:0042761)	1/14	0.392829470106009381868972241136361844837665557861328125	0.588320142108581745077344749006442725658416748046875	0.4396926771660043531397832339280284941196441650390625	0.67149228149285844491345187634578905999660491943359375	-0.6761836606077477	0.6318122721412985	TECRL
tRNA transport (GO:0051031)	2/36	0.360654240155275196411110982808168046176433563232421875	0.57893940762593587567863551157643087208271026611328125	0.4245597735148269880056659530964680016040802001953125	0.67149228149285844491345187634578905999660491943359375	-0.6182573002804111	0.6305207819847424	NUP35;NUP88
negative regulation of microtubule polymerization (GO:0031115)	1/10	0.299774889330257143793545537846512161195278167724609375	0.55806046649199914089223284463514573872089385986328125	0.3460602870411924047999718823120929300785064697265625	0.660114503554611875557611710974015295505523681640625	-0.5232941971813799	0.6304247931536712	DYRK1A
regulation of monocyte differentiation (GO:0045655)	1/15	0.414095324785507645781734709089505486190319061279296875	0.6025307798428032324267178410082124173641204833984375	0.460929468795133467917679581660195253789424896240234375	0.68000150777448886696419094732846133410930633544921875	-0.7148939835541493	0.6302927708055148	FOXP1
protein sumoylation (GO:0016925)	4/69	0.2219583274663965710704616185466875322163105010986328125	0.54122324370098351398183922356110997498035430908203125	0.29888104514119862020748996656038798391819000244140625	0.660114503554611875557611710974015295505523681640625	-0.41867473970578317	0.6302166953450304	NUP35;MITF;NUP88;PIAS1
regulation of macrophage differentiation (GO:0045649)	1/14	0.392829470106009381868972241136361844837665557861328125	0.588320142108581745077344749006442725658416748046875	0.4396926771660043531397832339280284941196441650390625	0.67149228149285844491345187634578905999660491943359375	-0.6734256275170696	0.6292352220657377	PRKCA
nuclear RNA surveillance (GO:0071027)	1/10	0.299774889330257143793545537846512161195278167724609375	0.55806046649199914089223284463514573872089385986328125	0.3460602870411924047999718823120929300785064697265625	0.660114503554611875557611710974015295505523681640625	-0.5213299217048767	0.6280583844152572	XRN1
positive regulation of small GTPase mediated signal transduction (GO:0051057)	1/16	0.43461737993450932915351359042688272893428802490234375	0.61432465415753301218870774391689337790012359619140625	0.4813627061450176380930088271270506083965301513671875	0.6892074728163295471716764950542710721492767333984375	-0.7520660331153357	0.6266885191113643	NOTCH1
3'-UTR-mediated mRNA stabilization (GO:0070935)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.8375892738046604	0.6261260053213965	TARDBP
bicellular tight junction assembly (GO:0070830)	2/29	0.269814452016162442671287635675980709493160247802734375	0.55007654172824038685263303705141879618167877197265625	0.32912104475975512141161516410647891461849212646484375	0.660114503554611875557611710974015295505523681640625	-0.47771681616778494	0.6258189518257615	DLG1;MPP5
cytoskeleton-dependent cytokinesis (GO:0061640)	4/71	0.2370117034923398813273109908550395630300045013427734375	0.54122324370098351398183922356110997498035430908203125	0.316092553970712675237564326380379498004913330078125	0.660114503554611875557611710974015295505523681640625	-0.4326617955664456	0.6228797183079515	CECR2;SEPT7;SON;RASA1
tRNA export from nucleus (GO:0006409)	2/34	0.335007356505121534073765587891102768480777740478515625	0.56835738796143331352794803024153225123882293701171875	0.39793658408630061540378619611146859824657440185546875	0.66641728371829833665884734728024341166019439697265625	-0.5693313267309925	0.6226223260273639	NUP35;NUP88
positive regulation of ion transmembrane transport (GO:0034767)	1/10	0.299774889330257143793545537846512161195278167724609375	0.55806046649199914089223284463514573872089385986328125	0.3460602870411924047999718823120929300785064697265625	0.660114503554611875557611710974015295505523681640625	-0.5154710835255361	0.6210001046421845	ANO6
positive regulation of calcium ion transmembrane transport (GO:1904427)	2/26	0.2305131254416379060767638975448790006339550018310546875	0.54122324370098351398183922356110997498035430908203125	0.28676847418037498815834851484396494925022125244140625	0.660114503554611875557611710974015295505523681640625	-0.42272234548840837	0.620322838436519	PDPK1;ANK2
positive regulation of fibroblast proliferation (GO:0048146)	2/29	0.269814452016162442671287635675980709493160247802734375	0.55007654172824038685263303705141879618167877197265625	0.32912104475975512141161516410647891461849212646484375	0.660114503554611875557611710974015295505523681640625	-0.4729539461793315	0.6195794932114149	PDGFRA;DDR2
maturation of 5.8S rRNA (GO:0000460)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.8261033099102608	0.6175398630254251	C1D
histone H4 acetylation (GO:0043967)	3/48	0.2358469879725779427825926859441096894443035125732421875	0.54122324370098351398183922356110997498035430908203125	0.30422579119577697337462041105027310550212860107421875	0.660114503554611875557611710974015295505523681640625	-0.426967793564146	0.616785736682211	RUVBL2;JADE1;OGT
energy coupled proton transport, down electrochemical gradient (GO:0015985)	1/14	0.392829470106009381868972241136361844837665557861328125	0.588320142108581745077344749006442725658416748046875	0.4396926771660043531397832339280284941196441650390625	0.67149228149285844491345187634578905999660491943359375	-0.657816475698849	0.6146503477911885	ATP5G3
peptidyl-lysine methylation (GO:0018022)	1/17	0.45442161502306699372155662786099128425121307373046875	0.62548734900509239675869821439846418797969818115234375	0.50102274237574395687744299721089191734790802001953125	0.69782700870515623758905121576390229165554046630859375	-0.7781196220714394	0.6137261684673988	ETFBKMT
positive regulation of telomerase RNA localization to Cajal body (GO:1904874)	1/16	0.43461737993450932915351359042688272893428802490234375	0.61432465415753301218870774391689337790012359619140625	0.4813627061450176380930088271270506083965301513671875	0.6892074728163295471716764950542710721492767333984375	-0.734365287990042	0.6119386789892313	RUVBL2
positive regulation of response to stimulus (GO:0048584)	3/55	0.30259706050850265768303870572708547115325927734375	0.56037711460262606966153953180764801800251007080078125	0.37732388409454709066181976595544256269931793212890625	0.66641728371829833665884734728024341166019439697265625	-0.5065832367738484	0.6055458889854608	PPP3CB;NSMCE4A;FCGR2B
regulation of chemokine production (GO:0032642)	1/19	0.49197604330778388348477392355562187731266021728515625	0.6439555628549593624398994506918825209140777587890625	0.5381389442188175831205398935708217322826385498046875	0.71477425831567564795676616995478980243206024169921875	-0.8467012559655842	0.6005865852611698	TLR4
negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)	1/13	0.370792897769820217757086311394232325255870819091796875	0.57893940762593587567863551157643087208271026611328125	0.417620788724371194700069054306368343532085418701171875	0.6695487183521675600417211171588860452175140380859375	-0.6012869732632236	0.5965437806685717	DYRK1A
axonal transport of mitochondrion (GO:0019896)	1/10	0.299774889330257143793545537846512161195278167724609375	0.55806046649199914089223284463514573872089385986328125	0.3460602870411924047999718823120929300785064697265625	0.660114503554611875557611710974015295505523681640625	-0.4945731082639726	0.5958238236848109	TRAK2
positive regulation of metabolic process (GO:0009893)	1/19	0.49197604330778388348477392355562187731266021728515625	0.6439555628549593624398994506918825209140777587890625	0.5381389442188175831205398935708217322826385498046875	0.71477425831567564795676616995478980243206024169921875	-0.8372376081708456	0.5938737808651557	INSR
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	4/79	0.299202408334357794483793213657918386161327362060546875	0.55806046649199914089223284463514573872089385986328125	0.385369251487023667390729997350717894732952117919921875	0.66641728371829833665884734728024341166019439697265625	-0.48397636574813957	0.5839828141803795	CREBBP;NOTCH1;PSMD11;RBX1
plasma membrane organization (GO:0007009)	2/37	0.37334091030471439065507865961990319192409515380859375	0.57911299838820073926370923800277523696422576904296875	0.437640605710390151461552932232734747231006622314453125	0.67149228149285844491345187634578905999660491943359375	-0.5923162876353222	0.5835875050018272	ANK2;ANO6
regulation of stem cell population maintenance (GO:2000036)	1/12	0.34795771674846565080230220701196230947971343994140625	0.56835738796143331352794803024153225123882293701171875	0.39468102505814339764356191153638064861297607421875	0.66641728371829833665884734728024341166019439697265625	-0.5526312319662345	0.5833985945932966	CNOT2
negative regulation of morphogenesis of an epithelium (GO:1905331)	1/12	0.34795771674846565080230220701196230947971343994140625	0.56835738796143331352794803024153225123882293701171875	0.39468102505814339764356191153638064861297607421875	0.66641728371829833665884734728024341166019439697265625	-0.5471786269181578	0.5776424195204505	CLASP1
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	10/216	0.2265546947185209381014914242769009433686733245849609375	0.54122324370098351398183922356110997498035430908203125	0.352850425316951710197344027619692496955394744873046875	0.660114503554611875557611710974015295505523681640625	-0.386852591419982	0.5743866909860914	HDAC4;CRTC3;TRAF6;JMY;PRKD2;ERC1;TLR4;DDR2;HIPK2;LRP6
rRNA catabolic process (GO:0016075)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.7658954921830707	0.5725325049065626	XRN1
regulation of JUN kinase activity (GO:0043506)	2/35	0.34787311177185120669719253783114254474639892578125	0.56835738796143331352794803024153225123882293701171875	0.41132245030876035674083368576248176395893096923828125	0.6695487183521675600417211171588860452175140380859375	-0.5420699299705242	0.5723811182562913	TRAF6;SASH1
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	1/11	0.324295028276144481349518855495261959731578826904296875	0.56037711460262606966153953180764801800251007080078125	0.37083932353376225510288577424944378435611724853515625	0.660114503554611875557611710974015295505523681640625	-0.506553764896763	0.5704310033218262	LDLRAD4
response to purine-containing compound (GO:0014074)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.7584634482525141	0.566976803415216	TRPC3
monocarboxylic acid transport (GO:0015718)	3/54	0.29296294956701007805577319231815636157989501953125	0.55806046649199914089223284463514573872089385986328125	0.36693428313751963454336646464071236550807952880859375	0.660114503554611875557611710974015295505523681640625	-0.460866285512586	0.5658097464101864	NCOA2;STARD5;PPARD
regulation of cholesterol efflux (GO:0010874)	1/19	0.49197604330778388348477392355562187731266021728515625	0.6439555628549593624398994506918825209140777587890625	0.5381389442188175831205398935708217322826385498046875	0.71477425831567564795676616995478980243206024169921875	-0.7968239435823863	0.5652073478794231	ABCA1
regulation of mesenchymal cell proliferation (GO:0010464)	1/13	0.370792897769820217757086311394232325255870819091796875	0.57893940762593587567863551157643087208271026611328125	0.417620788724371194700069054306368343532085418701171875	0.6695487183521675600417211171588860452175140380859375	-0.5693577289482386	0.5648664070275276	TGFBR2
regulation of actin polymerization or depolymerization (GO:0008064)	2/29	0.269814452016162442671287635675980709493160247802734375	0.55007654172824038685263303705141879618167877197265625	0.32912104475975512141161516410647891461849212646484375	0.660114503554611875557611710974015295505523681640625	-0.4296474746686832	0.5628471160146548	RASA1;SSH2
astrocyte development (GO:0014002)	1/11	0.324295028276144481349518855495261959731578826904296875	0.56037711460262606966153953180764801800251007080078125	0.37083932353376225510288577424944378435611724853515625	0.660114503554611875557611710974015295505523681640625	-0.49962526458844914	0.5626288080638508	NF1
plasma membrane bounded cell projection organization (GO:0120036)	6/119	0.23828084860653808707553480417118407785892486572265625	0.54122324370098351398183922356110997498035430908203125	0.33615008588042083470526222299668006598949432373046875	0.660114503554611875557611710974015295505523681640625	-0.3918816952114934	0.5620779786379018	ATCAY;PLEKHA1;NEDD4;RAPGEF2;MAP4;FRYL
embryonic organ development (GO:0048568)	3/54	0.29296294956701007805577319231815636157989501953125	0.55806046649199914089223284463514573872089385986328125	0.36693428313751963454336646464071236550807952880859375	0.660114503554611875557611710974015295505523681640625	-0.4574525949809429	0.5616187273776625	KDR;RARB;TGFBR2
regulation of myelination (GO:0031641)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.7497726678030806	0.5604801542625691	EIF2AK3
glucosamine-containing compound metabolic process (GO:1901071)	1/14	0.392829470106009381868972241136361844837665557861328125	0.588320142108581745077344749006442725658416748046875	0.4396926771660043531397832339280284941196441650390625	0.67149228149285844491345187634578905999660491943359375	-0.598645147476822	0.5593618610862953	LARGE1
RNA stabilization (GO:0043489)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.7468177774464735	0.5582712748594924	THRAP3
intracellular transport of virus (GO:0075733)	3/55	0.30259706050850265768303870572708547115325927734375	0.56037711460262606966153953180764801800251007080078125	0.37732388409454709066181976595544256269931793212890625	0.66641728371829833665884734728024341166019439697265625	-0.46389695091050503	0.5545207009330081	XPO1;NUP35;NUP88
axonal transport (GO:0098930)	2/37	0.37334091030471439065507865961990319192409515380859375	0.57911299838820073926370923800277523696422576904296875	0.437640605710390151461552932232734747231006622314453125	0.67149228149285844491345187634578905999660491943359375	-0.5626536170397833	0.5543619640435488	KIF1B;TRAK2
regulation of transcription factor import into nucleus (GO:0042990)	1/20	0.50977378964820641016331137507222592830657958984375	0.65230098586070173194428889473783783614635467529296875	0.55565026384769067302471512448391877114772796630859375	0.72229492101798264958034678784315474331378936767578125	-0.822454105091836	0.5541598721795583	NF1
vesicle cytoskeletal trafficking (GO:0099518)	1/21	0.52694888211670509736705980685655958950519561767578125	0.6618625810014731047914438022417016327381134033203125	0.5724987718837011296812988803139887750148773193359375	0.727365401971975078510013190680183470249176025390625	-0.8596838513016337	0.5507579491911917	TRAK2
positive regulation of glycolytic process (GO:0045821)	1/16	0.43461737993450932915351359042688272893428802490234375	0.61432465415753301218870774391689337790012359619140625	0.4813627061450176380930088271270506083965301513671875	0.6892074728163295471716764950542710721492767333984375	-0.6590543695708511	0.5491829024232637	INSR
regulation of dopamine receptor signaling pathway (GO:0060159)	1/9	0.27436627508888500326378334648325107991695404052734375	0.55007654172824038685263303705141879618167877197265625	0.320307131869008276936483525787480175495147705078125	0.660114503554611875557611710974015295505523681640625	-0.4246286183747917	0.5491684957005182	VPS35
establishment or maintenance of apical/basal cell polarity (GO:0035088)	1/19	0.49197604330778388348477392355562187731266021728515625	0.6439555628549593624398994506918825209140777587890625	0.5381389442188175831205398935708217322826385498046875	0.71477425831567564795676616995478980243206024169921875	-0.7736262510814603	0.5487526387043654	DLG1
positive regulation of lyase activity (GO:0051349)	1/13	0.370792897769820217757086311394232325255870819091796875	0.57893940762593587567863551157643087208271026611328125	0.417620788724371194700069054306368343532085418701171875	0.6695487183521675600417211171588860452175140380859375	-0.5524947722165656	0.5481364720559296	NF1
negative regulation of telomere maintenance (GO:0032205)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.7323913991189623	0.5474870743975768	TNKS2
establishment of apical/basal cell polarity (GO:0035089)	1/13	0.370792897769820217757086311394232325255870819091796875	0.57893940762593587567863551157643087208271026611328125	0.417620788724371194700069054306368343532085418701171875	0.6695487183521675600417211171588860452175140380859375	-0.5514485479775315	0.5470985008529392	MYO9A
dolichol-linked oligosaccharide biosynthetic process (GO:0006488)	1/19	0.49197604330778388348477392355562187731266021728515625	0.6439555628549593624398994506918825209140777587890625	0.5381389442188175831205398935708217322826385498046875	0.71477425831567564795676616995478980243206024169921875	-0.7706027605813772	0.5466080005309596	DHDDS
regulation of cellular protein metabolic process (GO:0032268)	3/51	0.264213908244800510516370195546187460422515869140625	0.55007654172824038685263303705141879618167877197265625	0.335616465457511614634000807200209237635135650634765625	0.660114503554611875557611710974015295505523681640625	-0.40887439591935026	0.5442102858149817	GEMIN5;RBM4B;VPS35
negative regulation of cell motility (GO:2000146)	5/98	0.259189738756064602664963558709132485091686248779296875	0.55007654172824038685263303705141879618167877197265625	0.35113551427791100945086100182379595935344696044921875	0.660114503554611875557611710974015295505523681640625	-0.40127033052722866	0.5417931551715691	DACH1;DLC1;NF1;LDLRAD4;TBX5
positive regulation of DNA metabolic process (GO:0051054)	4/83	0.331026657662367440604356261246721260249614715576171875	0.56835738796143331352794803024153225123882293701171875	0.419785175112914410444631130303605459630489349365234375	0.6707666071938092056115010564099065959453582763671875	-0.4885089724926681	0.5400742063920683	PDGFRA;USP9X;INSR;PRKD2
mitotic spindle organization (GO:0007052)	4/75	0.26777860466669434202913180342875421047210693359375	0.55007654172824038685263303705141879618167877197265625	0.350716967085341668752818122811731882393360137939453125	0.660114503554611875557611710974015295505523681640625	-0.40854827751636036	0.538301062256221	RCC1;MAP4;EML1;CLASP1
regulation of endocytosis (GO:0030100)	4/70	0.22945394534592533641870204519364051520824432373046875	0.54122324370098351398183922356110997498035430908203125	0.30747445453277355564836170742637477815151214599609375	0.660114503554611875557611710974015295505523681640625	-0.3656299723117123	0.5382266769707922	RAB20;HIP1;RAB14;AAK1
anion homeostasis (GO:0055081)	1/19	0.49197604330778388348477392355562187731266021728515625	0.6439555628549593624398994506918825209140777587890625	0.5381389442188175831205398935708217322826385498046875	0.71477425831567564795676616995478980243206024169921875	-0.757321356059462	0.5371871648665637	ABCA1
nucleoside salvage (GO:0043174)	1/15	0.414095324785507645781734709089505486190319061279296875	0.6025307798428032324267178410082124173641204833984375	0.460929468795133467917679581660195253789424896240234375	0.68000150777448886696419094732846133410930633544921875	-0.6074128350148053	0.5355310404221859	TK2
zymogen activation (GO:0031638)	2/37	0.37334091030471439065507865961990319192409515380859375	0.57911299838820073926370923800277523696422576904296875	0.437640605710390151461552932232734747231006622314453125	0.67149228149285844491345187634578905999660491943359375	-0.5403465666372178	0.5323836457697851	ASPH;TBC1D10A
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	1/17	0.45442161502306699372155662786099128425121307373046875	0.62548734900509239675869821439846418797969818115234375	0.50102274237574395687744299721089191734790802001953125	0.69782700870515623758905121576390229165554046630859375	-0.6668435441820536	0.5259594048644851	PRKD2
central nervous system development (GO:0007417)	10/218	0.2348444246953604597205611526078428141772747039794921875	0.54122324370098351398183922356110997498035430908203125	0.362994714918516259150038649750058539211750030517578125	0.660114503554611875557611710974015295505523681640625	-0.36174949848209487	0.5241142517884982	NCKAP1;SZT2;CHD8;CHD7;NF1;RAB18;CTNS;RARB;EML1;TGFBR2
positive regulation of vascular endothelial cell proliferation (GO:1905564)	1/10	0.299774889330257143793545537846512161195278167724609375	0.55806046649199914089223284463514573872089385986328125	0.3460602870411924047999718823120929300785064697265625	0.660114503554611875557611710974015295505523681640625	-0.43427593615027327	0.5231824061757332	PDPK1
regulation of neuron projection development (GO:0010975)	6/120	0.244073950545843409987156746865366585552692413330078125	0.54122324370098351398183922356110997498035430908203125	0.34290497880551107368063412650371901690959930419921875	0.660114503554611875557611710974015295505523681640625	-0.37069133919095076	0.5227800733477515	SIPA1L1;RAP1A;RAPGEF1;RAPGEF2;SSH2;CAMSAP2
cell morphogenesis involved in differentiation (GO:0000904)	3/55	0.30259706050850265768303870572708547115325927734375	0.56037711460262606966153953180764801800251007080078125	0.37732388409454709066181976595544256269931793212890625	0.66641728371829833665884734728024341166019439697265625	-0.43610955200150586	0.5213049449555649	NRP1;ARL13B;TEK
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	1/18	0.473533103277828104626934191401232965290546417236328125	0.631010391112082569264885023585520684719085693359375	0.51993878604927601383423052539001218974590301513671875	0.7063179810484474518972319856402464210987091064453125	-0.6972578222639281	0.5212235502373747	ROCK2
cardiac muscle tissue morphogenesis (GO:0055008)	2/37	0.37334091030471439065507865961990319192409515380859375	0.57911299838820073926370923800277523696422576904296875	0.437640605710390151461552932232734747231006622314453125	0.67149228149285844491345187634578905999660491943359375	-0.5233478381445575	0.515635422301477	NOTCH1;PKP2
regulation of neuron migration (GO:2001222)	1/20	0.50977378964820641016331137507222592830657958984375	0.65230098586070173194428889473783783614635467529296875	0.55565026384769067302471512448391877114772796630859375	0.72229492101798264958034678784315474331378936767578125	-0.7635671042239177	0.5144825057806645	RAPGEF2
negative regulation of G0 to G1 transition (GO:0070317)	2/38	0.385924080699172444841593687669956125319004058837890625	0.588320142108581745077344749006442725658416748046875	0.45055781134079264660385888419114053249359130859375	0.68000150777448886696419094732846133410930633544921875	-0.5403312128837465	0.5144572425596275	TFDP2;PHC3
positive regulation of DNA biosynthetic process (GO:2000573)	3/56	0.31224534349269650324032454591360874474048614501953125	0.56037711460262606966153953180764801800251007080078125	0.38767767802401476018303583259694278240203857421875	0.66641728371829833665884734728024341166019439697265625	-0.44156976231062156	0.5139722088750324	PARM1;TNKS2;PRKD2
peptidyl-methionine modification (GO:0018206)	1/13	0.370792897769820217757086311394232325255870819091796875	0.57893940762593587567863551157643087208271026611328125	0.417620788724371194700069054306368343532085418701171875	0.6695487183521675600417211171588860452175140380859375	-0.5165077221216317	0.512433302232985	METAP1D
