Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
apoptotic process (GO:0006915)	11/232	0.1915958338171897257229403521705535240471363067626953125	0.57738082704762516694785290383151732385158538818359375	0.26069402260689755745914908402482978999614715576171875	0.6621445817206363937401647490332834422588348388671875	-0.5529643560032509	0.9137001413219674	NOTCH2;BCL2L11;DAPK1;MAGI3;PRKCE;BCL2;EP300;AHR;RAF1;MAP3K7;TGFBR2
positive regulation of protein localization to membrane (GO:1905477)	5/96	0.2459642620402619217490070013809599913656711578369140625	0.57738082704762516694785290383151732385158538818359375	0.298887945720090808521263170405291020870208740234375	0.6621445817206363937401647490332834422588348388671875	-0.6511004799742683	0.9132133685405112	DLG1;BCL2L11;PRKCE;BCL2;ANK3
pulmonary valve morphogenesis (GO:0003184)	1/13	0.370792897769820217757086311394232325255870819091796875	0.61360399800895171207315570427454076707363128662109375	0.40162083065366360745684914945741184055805206298828125	0.669368051089439308753981094923801720142364501953125	-0.9157264826904085	0.9085028652422349	NOTCH2
positive regulation of mitotic cell cycle (GO:0045931)	3/53	0.283349729841451125622597828623838722705841064453125	0.59091255416118848575735000849817879498004913330078125	0.32770189024707951919168635868118144571781158447265625	0.66462058874595364432735777882044203579425811767578125	-0.7193253657425497	0.9071220485814396	RPS6KB1;PHIP;EIF4E
regulation of axon regeneration (GO:0048679)	1/11	0.324295028276144481349518855495261959731578826904296875	0.59727350907064036267257733925362117588520050048828125	0.35605320643868554331135101165273226797580718994140625	0.66654643916606348685860439218231476843357086181640625	-0.8033344462102863	0.9046362023350258	INPP5F
dendritic spine morphogenesis (GO:0060997)	1/17	0.45442161502306699372155662786099128425121307373046875	0.65232990283505787321161051295348443090915679931640625	0.4833262406916942754975252682925201952457427978515625	0.70027381463853421994514292236999608576297760009765625	-1.1454784389227415	0.9034730309339609	SHANK2
positive regulation of MAP kinase activity (GO:0043406)	9/178	0.1729697960436941961415158175441320054233074188232421875	0.5563994012644062348016404939698986709117889404296875	0.232733241701302440151977179993991740047931671142578125	0.6621445817206363937401647490332834422588348388671875	-0.5145156521940619	0.9027888636653489	MAP3K2;MAP2K4;TAOK3;NTF3;DAB2IP;FRS2;RAF1;TANK;MAP3K7
negative regulation of endothelial cell migration (GO:0010596)	2/35	0.34787311177185120669719253783114254474639892578125	0.603227067663440141842556840856559574604034423828125	0.3867366946258139481784610325121320784091949462890625	0.669368051089439308753981094923801720142364501953125	-0.8533416778123687	0.9010584000250722	DAB2IP;SLIT2
myelination in peripheral nervous system (GO:0022011)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.9632208530667222	0.9000139920609501	PARD3
regulation of glycoprotein biosynthetic process (GO:0010559)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.7470080594451153	0.8999381302074355	FKTN
microtubule bundle formation (GO:0001578)	2/33	0.322067640681923561540855871498933993279933929443359375	0.59727350907064036267257733925362117588520050048828125	0.360729968373161458128350886909174732863903045654296875	0.66654643916606348685860439218231476843357086181640625	-0.7929969004482453	0.8984604854033791	CLIP1;CLASP1
cellular response to lipid (GO:0071396)	9/179	0.1769066373985772322452447724572266452014446258544921875	0.56191358666351620687606782666989602148532867431640625	0.23731818351286315671444526742561720311641693115234375	0.6621445817206363937401647490332834422588348388671875	-0.5179520745770552	0.8971619625755223	URI1;DAB2IP;PDK4;ABL2;ADNP2;AHR;NR3C1;CDC73;CFTR
T cell receptor signaling pathway (GO:0050852)	8/164	0.21738298512228737546791990098427049815654754638671875	0.57738082704762516694785290383151732385158538818359375	0.280024925828471771271921397783444263041019439697265625	0.6621445817206363937401647490332834422588348388671875	-0.5874647542758584	0.8965267731322378	DENND1B;FBXW11;INPP5D;PDE4D;CUL1;CD247;MAP3K7;PAK2
regulation of B cell apoptotic process (GO:0002902)	1/11	0.324295028276144481349518855495261959731578826904296875	0.59727350907064036267257733925362117588520050048828125	0.35605320643868554331135101165273226797580718994140625	0.66654643916606348685860439218231476843357086181640625	-0.7922615425805383	0.8921669878805832	FNIP1
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	2/34	0.335007356505121534073765587891102768480777740478515625	0.603227067663440141842556840856559574604034423828125	0.37378823637421898506971729148062877357006072998046875	0.66654643916606348685860439218231476843357086181640625	-0.8139518092217475	0.8901399676032229	BCL2L11;BCL2
mitochondrial genome maintenance (GO:0000002)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.9507768736549833	0.88838659056541	SLC25A33
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	2/31	0.296013455480265197383715758405742235481739044189453125	0.59091255416118848575735000849817879498004913330078125	0.33432429615705550052240369041101075708866119384765625	0.66462058874595364432735777882044203579425811767578125	-0.7288266534799518	0.8872373948130253	BCL2L11;BCL2
positive regulation of glycogen biosynthetic process (GO:0045725)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.9467635627565573	0.8846366344140517	IRS1
negative regulation of cytokine production involved in immune response (GO:0002719)	1/16	0.43461737993450932915351359042688272893428802490234375	0.64263335967514911839515434621716849505901336669921875	0.464008319202073915565875950051122345030307769775390625	0.69420888069272745912741129359346814453601837158203125	-1.0573497511614156	0.8810781508018157	SMAD7
presynaptic membrane assembly (GO:0097105)	1/11	0.324295028276144481349518855495261959731578826904296875	0.59727350907064036267257733925362117588520050048828125	0.35605320643868554331135101165273226797580718994140625	0.66654643916606348685860439218231476843357086181640625	-0.780389703123098	0.8787980905151407	PTPRD
cell surface receptor signaling pathway involved in heart development (GO:0061311)	1/15	0.414095324785507645781734709089505486190319061279296875	0.637157096008419632227059992146678268909454345703125	0.4439695097386053834753738556173630058765411376953125	0.688030096583860828474144000210799276828765869140625	-0.9962019142099776	0.8783104617380021	NOTCH2
microtubule depolymerization (GO:0007019)	1/16	0.43461737993450932915351359042688272893428802490234375	0.64263335967514911839515434621716849505901336669921875	0.464008319202073915565875950051122345030307769775390625	0.69420888069272745912741129359346814453601837158203125	-1.0518577199444503	0.8765017003855987	CKAP5
cargo loading into vesicle (GO:0035459)	2/28	0.256697613903204613361452857134281657636165618896484375	0.5848004571613392155171595732099376618862152099609375	0.294168412519741850896792811909108422696590423583984375	0.6621445817206363937401647490332834422588348388671875	-0.6417375152178783	0.8726709226494239	SEC24A;TBC1D20
regulation of macrophage derived foam cell differentiation (GO:0010743)	2/30	0.28292493329623569220387935274629853665828704833984375	0.59091255416118848575735000849817879498004913330078125	0.3209993050955233240273400951991789042949676513671875	0.66462058874595364432735777882044203579425811767578125	-0.6876278572723541	0.8681808272783836	ABCA1;ITGAV
axon development (GO:0061564)	5/95	0.2394193320737733332581598233446129597723484039306640625	0.57738082704762516694785290383151732385158538818359375	0.291848187924571289553199449073872528970241546630859375	0.6621445817206363937401647490332834422588348388671875	-0.6071269505714988	0.8679114940765608	SEMA5A;PARD3;SLIT2;ANK3;ARHGAP35
mitochondrial fragmentation involved in apoptotic process (GO:0043653)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.7203354689078544	0.8678050347844474	ERBB4
positive regulation of glycogen metabolic process (GO:0070875)	1/15	0.414095324785507645781734709089505486190319061279296875	0.637157096008419632227059992146678268909454345703125	0.4439695097386053834753738556173630058765411376953125	0.688030096583860828474144000210799276828765869140625	-0.9833514813754015	0.8669807609660252	IRS1
smooth muscle cell differentiation (GO:0051145)	1/11	0.324295028276144481349518855495261959731578826904296875	0.59727350907064036267257733925362117588520050048828125	0.35605320643868554331135101165273226797580718994140625	0.66654643916606348685860439218231476843357086181640625	-0.7695778521360235	0.866622847858362	MKL2
positive regulation of cholesterol efflux (GO:0010875)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.9252700711370092	0.8645535526013514	ABCA1
positive regulation of protein complex disassembly (GO:0043243)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.9198349393141358	0.8594750758701765	IGF1R
regulation of receptor recycling (GO:0001919)	1/18	0.473533103277828104626934191401232965290546417236328125	0.65431544566222055170356952658039517700672149658203125	0.50194916140582901409317173602175898849964141845703125	0.70292930491430372086369970929808914661407470703125	-1.1450177910509032	0.8559391075724667	INPP5F
transport of virus (GO:0046794)	3/55	0.30259706050850265768303870572708547115325927734375	0.5956384243693684243936559141729958355426788330078125	0.34757442726720266801265779577079229056835174560546875	0.66654643916606348685860439218231476843357086181640625	-0.7128898442039736	0.8521551506646441	RANBP2;MVB12B;NUP98
long-term memory (GO:0007616)	1/18	0.473533103277828104626934191401232965290546417236328125	0.65431544566222055170356952658039517700672149658203125	0.50194916140582901409317173602175898849964141845703125	0.70292930491430372086369970929808914661407470703125	-1.139039444808807	0.8514700937394829	EIF2AK4
regulation of acetyl-CoA biosynthetic process from pyruvate (GO:0010510)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.9106540373951677	0.8508966276768023	PDK4
regulation of granulocyte chemotaxis (GO:0071622)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.9100106416498427	0.8502954517664372	KIF20B
regulation of plasma membrane bounded cell projection organization (GO:0120035)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.8999127138647596	0.8408601532381086	NDEL1
placenta development (GO:0001890)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.898109905958655	0.839175646164444	PTK2
positive regulation of CREB transcription factor activity (GO:0032793)	1/16	0.43461737993450932915351359042688272893428802490234375	0.64263335967514911839515434621716849505901336669921875	0.464008319202073915565875950051122345030307769775390625	0.69420888069272745912741129359346814453601837158203125	-1.005259380810961	0.837671806654529	CRTC1
regulation of lipid kinase activity (GO:0043550)	1/12	0.34795771674846565080230220701196230947971343994140625	0.603227067663440141842556840856559574604034423828125	0.379254230627107780104978473900700919330120086669921875	0.66654643916606348685860439218231476843357086181640625	-0.7927315583191985	0.8368663409914399	RBL2
pyrimidine-containing compound catabolic process (GO:0072529)	1/15	0.414095324785507645781734709089505486190319061279296875	0.637157096008419632227059992146678268909454345703125	0.4439695097386053834753738556173630058765411376953125	0.688030096583860828474144000210799276828765869140625	-0.947933819794304	0.8357544580918297	TET2
regulation of protein export from nucleus (GO:0046825)	2/32	0.309065513253628243450776835743454284965991973876953125	0.59727350907064036267257733925362117588520050048828125	0.347571742431175056964320901897735893726348876953125	0.66654643916606348685860439218231476843357086181640625	-0.7105655034278112	0.8343474406241137	GSK3B;AKAP8L
response to peptide (GO:1901652)	2/35	0.34787311177185120669719253783114254474639892578125	0.603227067663440141842556840856559574604034423828125	0.3867366946258139481784610325121320784091949462890625	0.669368051089439308753981094923801720142364501953125	-0.7888922737537883	0.8330051472500886	IRS1;ERBIN
negative regulation of hemopoiesis (GO:1903707)	1/15	0.414095324785507645781734709089505486190319061279296875	0.637157096008419632227059992146678268909454345703125	0.4439695097386053834753738556173630058765411376953125	0.688030096583860828474144000210799276828765869140625	-0.9410148111450778	0.8296542513016325	CDC73
B cell differentiation (GO:0030183)	3/53	0.283349729841451125622597828623838722705841064453125	0.59091255416118848575735000849817879498004913330078125	0.32770189024707951919168635868118144571781158447265625	0.66462058874595364432735777882044203579425811767578125	-0.6577923905588229	0.8295244534426208	ADAM17;FNIP1;HDAC9
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	5/94	0.2329231587053654239927169555812724865972995758056640625	0.57738082704762516694785290383151732385158538818359375	0.2848383213574778860532887847512029111385345458984375	0.6621445817206363937401647490332834422588348388671875	-0.5668075476986998	0.8258650503437008	CSNK2A1;DAPK1;RAF1;FNIP1;SH3RF1
central nervous system neuron differentiation (GO:0021953)	2/33	0.322067640681923561540855871498933993279933929443359375	0.59727350907064036267257733925362117588520050048828125	0.360729968373161458128350886909174732863903045654296875	0.66654643916606348685860439218231476843357086181640625	-0.7269171913635778	0.8235925918895894	AGTPBP1;LRP6
regulation of cell-substrate adhesion (GO:0010810)	2/34	0.335007356505121534073765587891102768480777740478515625	0.603227067663440141842556840856559574604034423828125	0.37378823637421898506971729148062877357006072998046875	0.66654643916606348685860439218231476843357086181640625	-0.7518253313215618	0.8221982781827529	PTPRO;PTK2
cytoskeletal anchoring at plasma membrane (GO:0007016)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.6789208768802973	0.8179119043940358	ANK3
regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle (GO:0031657)	1/15	0.414095324785507645781734709089505486190319061279296875	0.637157096008419632227059992146678268909454345703125	0.4439695097386053834753738556173630058765411376953125	0.688030096583860828474144000210799276828765869140625	-0.9262867809666882	0.8166691497856099	ADAM17
establishment of epithelial cell apical/basal polarity (GO:0045198)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.6743519781479176	0.8124076449281082	MYO9A
positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	2/35	0.34787311177185120669719253783114254474639892578125	0.603227067663440141842556840856559574604034423828125	0.3867366946258139481784610325121320784091949462890625	0.669368051089439308753981094923801720142364501953125	-0.7680461429751263	0.8109933532237047	HNRNPA2B1;NAF1
protein export from nucleus (GO:0006611)	2/29	0.269814452016162442671287635675980709493160247802734375	0.5848004571613392155171595732099376618862152099609375	0.3076094376279183695288566013914532959461212158203125	0.6621445817206363937401647490332834422588348388671875	-0.618461242654477	0.810197073922857	XPO6;DUSP16
regulation of mitotic metaphase/anaphase transition (GO:0030071)	1/16	0.43461737993450932915351359042688272893428802490234375	0.64263335967514911839515434621716849505901336669921875	0.464008319202073915565875950051122345030307769775390625	0.69420888069272745912741129359346814453601837158203125	-0.9718954681075639	0.809870017817928	HECW2
neuron apoptotic process (GO:0051402)	1/17	0.45442161502306699372155662786099128425121307373046875	0.65232990283505787321161051295348443090915679931640625	0.4833262406916942754975252682925201952457427978515625	0.70027381463853421994514292236999608576297760009765625	-1.025857035244262	0.8091240598196647	BCL2
mesenchymal cell development (GO:0014031)	1/16	0.43461737993450932915351359042688272893428802490234375	0.64263335967514911839515434621716849505901336669921875	0.464008319202073915565875950051122345030307769775390625	0.69420888069272745912741129359346814453601837158203125	-0.9699292036463854	0.8082315508361753	TAPT1
regulation of signal transduction (GO:0009966)	11/234	0.198892800386104184884317191972513683140277862548828125	0.57738082704762516694785290383151732385158538818359375	0.26917881440036206530663775993161834776401519775390625	0.6621445817206363937401647490332834422588348388671875	-0.4994141576810238	0.8065485163942634	SEMA5A;CREBBP;ERBB4;PXN;ROR1;BIRC6;RAF1;EPHB4;DDR2;IGF1R;SOCS5
negative regulation of microtubule polymerization (GO:0031115)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.66931607904296	0.8063407791598924	DYRK1A
N-glycan processing (GO:0006491)	1/18	0.473533103277828104626934191401232965290546417236328125	0.65431544566222055170356952658039517700672149658203125	0.50194916140582901409317173602175898849964141845703125	0.70292930491430372086369970929808914661407470703125	-1.078110555893363	0.8059237107825838	MAN2A1
positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	1/18	0.473533103277828104626934191401232965290546417236328125	0.65431544566222055170356952658039517700672149658203125	0.50194916140582901409317173602175898849964141845703125	0.70292930491430372086369970929808914661407470703125	-1.07669957399135	0.8048689546037289	AP1G1
muscle cell development (GO:0055001)	1/14	0.392829470106009381868972241136361844837665557861328125	0.62148147977854273360520664937212131917476654052734375	0.42318296277875078192920454966952092945575714111328125	0.67669940609452916557842172551318071782588958740234375	-0.8604564917279736	0.8039930610401861	ANK2
positive regulation of vascular endothelial cell proliferation (GO:1905564)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.6626454397683986	0.7983045035666998	ADAM17
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	2/31	0.296013455480265197383715758405742235481739044189453125	0.59091255416118848575735000849817879498004913330078125	0.33432429615705550052240369041101075708866119384765625	0.66462058874595364432735777882044203579425811767578125	-0.6552749679583968	0.7976992233772486	PIK3C2A;HDAC9
negative regulation of proteasomal protein catabolic process (GO:1901799)	2/29	0.269814452016162442671287635675980709493160247802734375	0.5848004571613392155171595732099376618862152099609375	0.3076094376279183695288566013914532959461212158203125	0.6621445817206363937401647490332834422588348388671875	-0.6086410784593356	0.7973324548527972	TLK2;WAC
negative regulation of DNA recombination (GO:0045910)	1/17	0.45442161502306699372155662786099128425121307373046875	0.65232990283505787321161051295348443090915679931640625	0.4833262406916942754975252682925201952457427978515625	0.70027381463853421994514292236999608576297760009765625	-1.0106165726834457	0.7971034521549709	MSH3
mitotic G1/S transition checkpoint (GO:0044819)	1/11	0.324295028276144481349518855495261959731578826904296875	0.59727350907064036267257733925362117588520050048828125	0.35605320643868554331135101165273226797580718994140625	0.66654643916606348685860439218231476843357086181640625	-0.7037538665527985	0.7924983526104925	RFWD3
positive regulation of signal transduction by p53 class mediator (GO:1901798)	1/18	0.473533103277828104626934191401232965290546417236328125	0.65431544566222055170356952658039517700672149658203125	0.50194916140582901409317173602175898849964141845703125	0.70292930491430372086369970929808914661407470703125	-1.0593860965224855	0.7919265509402236	SPRED2
positive regulation of stem cell proliferation (GO:2000648)	1/18	0.473533103277828104626934191401232965290546417236328125	0.65431544566222055170356952658039517700672149658203125	0.50194916140582901409317173602175898849964141845703125	0.70292930491430372086369970929808914661407470703125	-1.0550545980462365	0.7886886109106548	N4BP2L2
histone H3-K9 demethylation (GO:0033169)	1/13	0.370792897769820217757086311394232325255870819091796875	0.61360399800895171207315570427454076707363128662109375	0.40162083065366360745684914945741184055805206298828125	0.669368051089439308753981094923801720142364501953125	-0.7941294164954154	0.7878650054321354	JMJD1C
positive regulation of DNA binding (GO:0043388)	2/35	0.34787311177185120669719253783114254474639892578125	0.603227067663440141842556840856559574604034423828125	0.3867366946258139481784610325121320784091949462890625	0.669368051089439308753981094923801720142364501953125	-0.7422261198075454	0.7837295392451892	NIPBL;MAU2
canonical Wnt signaling pathway (GO:0060070)	4/74	0.26001496471327190107558635645546019077301025390625	0.5848004571613392155171595732099376618862152099609375	0.308899425417777540037178596321609802544116973876953125	0.66294023588130535085127803540672175586223602294921875	-0.5800243237343018	0.7813020984209302	GSK3B;UBE2B;APC;LRP6
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.6479333314376043	0.7805804815896691	PDE4D
fibroblast growth factor receptor signaling pathway (GO:0008543)	4/79	0.299202408334357794483793213657918386161327362060546875	0.59091255416118848575735000849817879498004913330078125	0.34998380888027946777896204366697929799556732177734375	0.66654643916606348685860439218231476843357086181640625	-0.6464712350069063	0.7800548080946239	PTBP1;SPRED2;FRS2;SHOC2
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	2/34	0.335007356505121534073765587891102768480777740478515625	0.603227067663440141842556840856559574604034423828125	0.37378823637421898506971729148062877357006072998046875	0.66654643916606348685860439218231476843357086181640625	-0.7118609053961481	0.7784930705826336	RANBP2;NUP98
skeletal system morphogenesis (GO:0048705)	2/32	0.309065513253628243450776835743454284965991973876953125	0.59727350907064036267257733925362117588520050048828125	0.347571742431175056964320901897735893726348876953125	0.66654643916606348685860439218231476843357086181640625	-0.6624313043104743	0.7778281673884947	ANKRD11;RAB33B
protein localization to chromosome (GO:0034502)	2/28	0.256697613903204613361452857134281657636165618896484375	0.5848004571613392155171595732099376618862152099609375	0.294168412519741850896792811909108422696590423583984375	0.6621445817206363937401647490332834422588348388671875	-0.5717316350517033	0.7774729724177637	TERF2;WAPL
regulation of wound healing (GO:0061041)	2/35	0.34787311177185120669719253783114254474639892578125	0.603227067663440141842556840856559574604034423828125	0.3867366946258139481784610325121320784091949462890625	0.669368051089439308753981094923801720142364501953125	-0.7329322109155209	0.7739159383231119	KANK1;PRKCE
negative regulation of axon extension involved in axon guidance (GO:0048843)	1/16	0.43461737993450932915351359042688272893428802490234375	0.64263335967514911839515434621716849505901336669921875	0.464008319202073915565875950051122345030307769775390625	0.69420888069272745912741129359346814453601837158203125	-0.9243224923793176	0.7702279699177493	SEMA5A
glucose homeostasis (GO:0042593)	4/75	0.26777860466669434202913180342875421047210693359375	0.5848004571613392155171595732099376618862152099609375	0.317089364386084204827653820757404901087284088134765625	0.66462058874595364432735777882044203579425811767578125	-0.5824835972983008	0.7674773250266462	IRS1;HECTD4;PDK4;PPARGC1A
regulation of T cell chemotaxis (GO:0010819)	1/11	0.324295028276144481349518855495261959731578826904296875	0.59727350907064036267257733925362117588520050048828125	0.35605320643868554331135101165273226797580718994140625	0.66654643916606348685860439218231476843357086181640625	-0.6803767289645639	0.7661733206526968	ADAM17
vesicle budding from membrane (GO:0006900)	1/13	0.370792897769820217757086311394232325255870819091796875	0.61360399800895171207315570427454076707363128662109375	0.40162083065366360745684914945741184055805206298828125	0.669368051089439308753981094923801720142364501953125	-0.7702048295297717	0.7641291451956103	GOLPH3
endosome organization (GO:0007032)	2/37	0.37334091030471439065507865961990319192409515380859375	0.61384598675540680279283378695254214107990264892578125	0.412268907978007470571668591219349764287471771240234375	0.67669940609452916557842172551318071782588958740234375	-0.7641777004557373	0.7529162491333841	WASHC4;ALS2
negative regulation of RNA metabolic process (GO:0051253)	1/16	0.43461737993450932915351359042688272893428802490234375	0.64263335967514911839515434621716849505901336669921875	0.464008319202073915565875950051122345030307769775390625	0.69420888069272745912741129359346814453601837158203125	-0.9028628784784574	0.752345904960603	PTBP1
regulation of stem cell population maintenance (GO:2000036)	1/12	0.34795771674846565080230220701196230947971343994140625	0.603227067663440141842556840856559574604034423828125	0.379254230627107780104978473900700919330120086669921875	0.66654643916606348685860439218231476843357086181640625	-0.7125823844890231	0.7522549171962768	CNOT2
protein homooligomerization (GO:0051260)	9/191	0.2271168696172176371117501503249513916671276092529296875	0.57738082704762516694785290383151732385158538818359375	0.294584086862410998719497001729905605316162109375	0.6621445817206363937401647490332834422588348388671875	-0.5073241776548205	0.752001834252622	SMAD4;DGKD;B4GALT1;PDCD6IP;APC;CD247;TMCC1;TANK;CBR4
cytoskeleton-dependent cytokinesis (GO:0061640)	4/71	0.2370117034923398813273109908550395630300045013427734375	0.57738082704762516694785290383151732385158538818359375	0.284475981779280628902739636032492853701114654541015625	0.6621445817206363937401647490332834422588348388671875	-0.5209319308546062	0.7499574440667319	SEPT9;PDCD6IP;APC;ANK3
ER to Golgi vesicle-mediated transport (GO:0006888)	9/181	0.1849012234186273306857373199818539433181285858154296875	0.5770597556640100211922117523499764502048492431640625	0.2465834924198244404447422084558638744056224822998046875	0.6621445817206363937401647490332834422588348388671875	-0.4441886030127852	0.7497608339865593	DYNC1H1;SEC24A;TBC1D20;CAPZA2;GOSR1;TRAPPC12;ANK2;ANK3;SEC22A
regulation of mRNA 3'-end processing (GO:0031440)	1/11	0.324295028276144481349518855495261959731578826904296875	0.59727350907064036267257733925362117588520050048828125	0.35605320643868554331135101165273226797580718994140625	0.66654643916606348685860439218231476843357086181640625	-0.6635455776954983	0.7472197343390481	CDC73
bone morphogenesis (GO:0060349)	1/17	0.45442161502306699372155662786099128425121307373046875	0.65232990283505787321161051295348443090915679931640625	0.4833262406916942754975252682925201952457427978515625	0.70027381463853421994514292236999608576297760009765625	-0.9456330600492308	0.745849016344216	BMPR2
positive regulation of nitric-oxide synthase activity (GO:0051000)	1/17	0.45442161502306699372155662786099128425121307373046875	0.65232990283505787321161051295348443090915679931640625	0.4833262406916942754975252682925201952457427978515625	0.70027381463853421994514292236999608576297760009765625	-0.9453224940147092	0.7456040636441214	TERF2
glycosaminoglycan biosynthetic process (GO:0006024)	5/100	0.272578327234882455964992686858749948441982269287109375	0.5848004571613392155171595732099376618862152099609375	0.327290169252543616806860882206819951534271240234375	0.66462058874595364432735777882044203579425811767578125	-0.5690792617252631	0.7397058795123561	EXT1;NDST1;B4GALT1;HS3ST3A1;PXYLP1
guanosine-containing compound metabolic process (GO:1901068)	1/17	0.45442161502306699372155662786099128425121307373046875	0.65232990283505787321161051295348443090915679931640625	0.4833262406916942754975252682925201952457427978515625	0.70027381463853421994514292236999608576297760009765625	-0.9332215014118992	0.7360596496310107	EFL1
regulation of synapse assembly (GO:0051963)	2/36	0.360654240155275196411110982808168046176433563232421875	0.61360399800895171207315570427454076707363128662109375	0.39956632744123432576799359594588167965412139892578125	0.669368051089439308753981094923801720142364501953125	-0.7202719196702791	0.7345589187967169	PTPRD;DLG5
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	1/10	0.299774889330257143793545537846512161195278167724609375	0.59091255416118848575735000849817879498004913330078125	0.33198668851459156581285014908644370734691619873046875	0.66462058874595364432735777882044203579425811767578125	-0.6082738113592194	0.7328017275414496	LNPEP
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	2/28	0.256697613903204613361452857134281657636165618896484375	0.5848004571613392155171595732099376618862152099609375	0.294168412519741850896792811909108422696590423583984375	0.6621445817206363937401647490332834422588348388671875	-0.5386367710962827	0.7324687070007285	ABL1;RREB1
positive regulation of biomineral tissue development (GO:0070169)	2/34	0.335007356505121534073765587891102768480777740478515625	0.603227067663440141842556840856559574604034423828125	0.37378823637421898506971729148062877357006072998046875	0.66654643916606348685860439218231476843357086181640625	-0.6684643783522886	0.7310345076317775	BMPR2;ANO6
tRNA export from nucleus (GO:0006409)	2/34	0.335007356505121534073765587891102768480777740478515625	0.603227067663440141842556840856559574604034423828125	0.37378823637421898506971729148062877357006072998046875	0.66654643916606348685860439218231476843357086181640625	-0.6677193088096062	0.7302196975028835	RANBP2;NUP98
regulation of mesenchymal cell proliferation (GO:0010464)	1/13	0.370792897769820217757086311394232325255870819091796875	0.61360399800895171207315570427454076707363128662109375	0.40162083065366360745684914945741184055805206298828125	0.669368051089439308753981094923801720142364501953125	-0.7358966327156041	0.7300915851859983	TGFBR2
