"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"non-motile cilium assembly (GO:1905515)"	"non-motile cilium assembly (GO:1905515)"	10	55	0.232188550590533	0.545650589489303	"ICK;ABCC4;MKKS;ABLIM3;UBXN10;ARL3;FLNA;NEK1;ATP6V0D1;FAM92A"	"BP"
"visual perception (GO:0007601)"	"visual perception (GO:0007601)"	6	22	0.044543906497916	0.430326115010406	"COL1A1;DNAJC19;WFS1;WHRN;KIFC3;CRYZ"	"BP"
"mRNA-binding (hnRNP) protein import into nucleus (GO:0006609)"	"mRNA-binding (hnRNP) protein import into nucleus (GO:0006609)"	4	17	0.112929988214294	0.517018517378914	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"late endosome to vacuole transport (GO:0045324)"	"late endosome to vacuole transport (GO:0045324)"	8	63	0.668565099262275	0.827832776834466	"NSF;SNX27;UBC;VPS37C;RASSF9;SNF8;STAM2;CHMP5"	"BP"
"positive regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033141)"	"positive regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033141)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;ARAF;AKT1;SNCA"	"BP"
"regulation of activation of Janus kinase activity (GO:0010533)"	"regulation of activation of Janus kinase activity (GO:0010533)"	1	13	0.625915562719579	0.798789668824538	"TSPYL2"	"BP"
"neuron projection morphogenesis (GO:0048812)"	"neuron projection morphogenesis (GO:0048812)"	6	46	0.593084570659021	0.787840311829559	"SLC9A6;PRMT1;CDNF;NRTN;LAMB1;MAPT"	"BP"
"RNA polymerase II transcriptional preinitiation complex assembly (GO:0051123)"	"RNA polymerase II transcriptional preinitiation complex assembly (GO:0051123)"	9	84	0.865392667457926	0.963816810272319	"MED23;GTF2A2;RARG;THRB;ERCC2;POLR2E;NR0B2;MED6;GTF2E2"	"BP"
"positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)"	"positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)"	5	42	0.659747195631635	0.826399205362524	"GTF2A2;RGCC;JUP;AKT1;TRIM32"	"BP"
"endoplasmic reticulum organization (GO:0007029)"	"endoplasmic reticulum organization (GO:0007029)"	3	14	0.163364785664956	0.536712209322075	"VMP1;CAV2;VAPB"	"BP"
"regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)"	"regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)"	3	13	0.132196215091905	0.536712209322075	"CAV3;NOS1AP;ATP2A2"	"BP"
"protein import into nucleus, substrate release (GO:0000061)"	"protein import into nucleus, substrate release (GO:0000061)"	4	17	0.112929988214294	0.517018517378914	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"negative regulation of apoptotic process (GO:0043066)"	"negative regulation of apoptotic process (GO:0043066)"	29	201	0.639241090550309	0.809930624876956	"AVEN;STEAP3;CITED2;ARAF;THBS1;RELA;PRDX2;AIFM2;BAG1;UBC;AKT1;FLNA;BNIP2;NAE1;NKX2-5;SNCA;TXNDC5;PRELID1;ANXA1;TGFB1;MGMT;WFS1;WNT5A;RSL1D1;NOS1AP;DPEP1;FXN;BCL2L2;BCAR1"	"BP"
"steroid hormone receptor import into nucleus (GO:0002146)"	"steroid hormone receptor import into nucleus (GO:0002146)"	4	17	0.112929988214294	0.517018517378914	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"catenin import into nucleus (GO:0035411)"	"catenin import into nucleus (GO:0035411)"	4	18	0.137264819274777	0.536712209322075	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"B cell proliferation involved in immune response (GO:0002322)"	"B cell proliferation involved in immune response (GO:0002322)"	1	6	0.238238709699068	0.545650589489303	"GPR183"	"BP"
"extrinsic apoptotic signaling pathway (GO:0097191)"	"extrinsic apoptotic signaling pathway (GO:0097191)"	1	11	0.531523275708184	0.747400044889524	"TGFB1"	"BP"
"cytoplasmic sequestering of transcription factor (GO:0042994)"	"cytoplasmic sequestering of transcription factor (GO:0042994)"	3	10	0.0567975900172253	0.430326115010406	"MXI1;TONSL;FLNA"	"BP"
"negative regulation of C-C chemokine binding (GO:2001264)"	"negative regulation of C-C chemokine binding (GO:2001264)"	2	27	0.816851240344009	0.931982941168092	"NES;PPP1CA"	"BP"
"vesicle fusion with peroxisome (GO:0019817)"	"vesicle fusion with peroxisome (GO:0019817)"	5	23	0.13743010551568	0.536712209322075	"PEX7;ABCD3;CAV2;PEX6;LONP2"	"BP"
"endoplasmic reticulum cisternal network organization (GO:0071783)"	"endoplasmic reticulum cisternal network organization (GO:0071783)"	3	14	0.163364785664956	0.536712209322075	"VMP1;CAV2;VAPB"	"BP"
"ripoptosome assembly involved in extrinsic apoptotic signaling pathway (GO:1901025)"	"ripoptosome assembly involved in extrinsic apoptotic signaling pathway (GO:1901025)"	1	11	0.531523275708184	0.747400044889524	"TGFB1"	"BP"
"motile cilium assembly (GO:0044458)"	"motile cilium assembly (GO:0044458)"	10	50	0.14702384919709	0.536712209322075	"ICK;ABCC4;MKKS;ABLIM3;UBXN10;ARL3;FLNA;NEK1;ATP6V0D1;FAM92A"	"BP"
"positive regulation of focal adhesion assembly (GO:0051894)"	"positive regulation of focal adhesion assembly (GO:0051894)"	2	32	0.896278459170689	0.983412084549604	"THY1;GPM6B"	"BP"
"TIRAP-dependent toll-like receptor signaling pathway (GO:0035664)"	"TIRAP-dependent toll-like receptor signaling pathway (GO:0035664)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"negative regulation of TOR signaling (GO:0032007)"	"negative regulation of TOR signaling (GO:0032007)"	4	26	0.383934103609694	0.651448777727321	"DEPTOR;TMEM127;PDCD6;ARAF"	"BP"
"toll-like receptor 21 signaling pathway (GO:0035682)"	"toll-like receptor 21 signaling pathway (GO:0035682)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"toll-like receptor 15 signaling pathway (GO:0035681)"	"toll-like receptor 15 signaling pathway (GO:0035681)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"negative regulation of hematopoietic progenitor cell differentiation (GO:1901533)"	"negative regulation of hematopoietic progenitor cell differentiation (GO:1901533)"	3	9	0.0387604096463465	0.406400314073527	"TGFB1;PDCD2;ANP32B"	"BP"
"negative regulation of ERK1 and ERK2 cascade (GO:0070373)"	"negative regulation of ERK1 and ERK2 cascade (GO:0070373)"	5	31	0.353638011526535	0.63781013823576	"CAV3;WNK2;SPRY1;EZR;PTPN2"	"BP"
"collateral sprouting (GO:0048668)"	"collateral sprouting (GO:0048668)"	3	14	0.163364785664956	0.536712209322075	"NTNG2;BDNF;OGN"	"BP"
"toll-like receptor 8 signaling pathway (GO:0034158)"	"toll-like receptor 8 signaling pathway (GO:0034158)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"toll-like receptor 11 signaling pathway (GO:0034170)"	"toll-like receptor 11 signaling pathway (GO:0034170)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"toll-like receptor 10 signaling pathway (GO:0034166)"	"toll-like receptor 10 signaling pathway (GO:0034166)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"toll-like receptor signaling pathway (GO:0002224)"	"toll-like receptor signaling pathway (GO:0002224)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"toll-like receptor 1 signaling pathway (GO:0034130)"	"toll-like receptor 1 signaling pathway (GO:0034130)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"toll-like receptor 12 signaling pathway (GO:0034174)"	"toll-like receptor 12 signaling pathway (GO:0034174)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"proteasome core complex import into nucleus (GO:1990236)"	"proteasome core complex import into nucleus (GO:1990236)"	4	17	0.112929988214294	0.517018517378914	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"toll-like receptor 13 signaling pathway (GO:0034178)"	"toll-like receptor 13 signaling pathway (GO:0034178)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"toll-like receptor 6 signaling pathway (GO:0034150)"	"toll-like receptor 6 signaling pathway (GO:0034150)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"positive regulation of mitotic chromosome condensation (GO:1903380)"	"positive regulation of mitotic chromosome condensation (GO:1903380)"	1	14	0.66726944013837	0.826399205362524	"RGCC"	"BP"
"toll-like receptor TLR1:TLR2 signaling pathway (GO:0038123)"	"toll-like receptor TLR1:TLR2 signaling pathway (GO:0038123)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"negative regulation of direction of cell growth (GO:0061391)"	"negative regulation of direction of cell growth (GO:0061391)"	6	46	0.593084570659021	0.787840311829559	"TSPYL2;ACVRL1;TGFB1;PPP2R1A;FHL1;MUL1"	"BP"
"basal lamina disassembly (GO:0060881)"	"basal lamina disassembly (GO:0060881)"	4	20	0.191905691962856	0.536712209322075	"LAMB3;MMP2;TIMP2;CAPN2"	"BP"
"biofilm matrix disassembly (GO:0098786)"	"biofilm matrix disassembly (GO:0098786)"	4	20	0.191905691962856	0.536712209322075	"LAMB3;MMP2;TIMP2;CAPN2"	"BP"
"DNA topological change (GO:0006265)"	"DNA topological change (GO:0006265)"	1	9	0.422088905612645	0.671224038898457	"NT5E"	"BP"
"negative regulation of collagen binding (GO:0033342)"	"negative regulation of collagen binding (GO:0033342)"	2	27	0.816851240344009	0.931982941168092	"NES;PPP1CA"	"BP"
"sodium ion export (GO:0071436)"	"sodium ion export (GO:0071436)"	1	6	0.238238709699068	0.545650589489303	"HCN2"	"BP"
"negative regulation of pseudohyphal growth (GO:2000221)"	"negative regulation of pseudohyphal growth (GO:2000221)"	6	46	0.593084570659021	0.787840311829559	"TSPYL2;ACVRL1;TGFB1;PPP2R1A;FHL1;MUL1"	"BP"
"toll-like receptor TLR6:TLR2 signaling pathway (GO:0038124)"	"toll-like receptor TLR6:TLR2 signaling pathway (GO:0038124)"	2	13	0.331843545519289	0.634366305676906	"CD180;BCL10"	"BP"
"cellular response to zinc ion (GO:0071294)"	"cellular response to zinc ion (GO:0071294)"	1	6	0.238238709699068	0.545650589489303	"CRIP1"	"BP"
"regulation of translation involved in anterior/posterior axis specification (GO:0060815)"	"regulation of translation involved in anterior/posterior axis specification (GO:0060815)"	1	17	0.769380343489976	0.899336141707709	"RBM3"	"BP"
"negative regulation of proteolysis (GO:0045861)"	"negative regulation of proteolysis (GO:0045861)"	4	16	0.0908830778498418	0.496954640104108	"BTBD1;AKT1;GSAP;PARL"	"BP"
"protein N-linked glycosylation (GO:0006487)"	"protein N-linked glycosylation (GO:0006487)"	3	25	0.563742065850461	0.77577639509571	"SERP1;CCDC126;ENTPD5"	"BP"
"inner ear receptor cell development (GO:0060119)"	"inner ear receptor cell development (GO:0060119)"	1	14	0.66726944013837	0.826399205362524	"MAPK9"	"BP"
"keratinocyte development (GO:0003334)"	"keratinocyte development (GO:0003334)"	3	8	0.024514651160348	0.367188397666216	"ANXA1;WNT5A;TXNIP"	"BP"
"beta-catenin-TCF complex assembly (GO:1904837)"	"beta-catenin-TCF complex assembly (GO:1904837)"	8	68	0.756001876464268	0.895399047503439	"TLE4;PYGO1;TCF7L1;PPP2R1A;ZW10;HFE;RUVBL1;BCL9L"	"BP"
"phospholipase C-activating G-protein coupled glutamate receptor signaling pathway (GO:0007206)"	"phospholipase C-activating G-protein coupled glutamate receptor signaling pathway (GO:0007206)"	5	11	0.00326731826015458	0.280684758659595	"ANO1;HOMER2;F2R;ADRA1A;GRM1"	"BP"
"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"	3	27	0.62761638210874	0.798789668824538	"RIMS4;RAB3A;EVI5L"	"BP"
"positive regulation of autophagy in response to ER overload (GO:0034263)"	"positive regulation of autophagy in response to ER overload (GO:0034263)"	4	27	0.417138155569934	0.671224038898457	"TMEM59;WFS1;OPTN;TPCN1"	"BP"
"positive regulation of toll-like receptor signaling pathway (GO:0034123)"	"positive regulation of toll-like receptor signaling pathway (GO:0034123)"	1	9	0.422088905612645	0.671224038898457	"GBP5"	"BP"
"limb granular cell differentiation (GO:0060891)"	"limb granular cell differentiation (GO:0060891)"	3	8	0.024514651160348	0.367188397666216	"ANXA1;WNT5A;TXNIP"	"BP"
"fibroblast growth factor receptor apoptotic signaling pathway (GO:1902178)"	"fibroblast growth factor receptor apoptotic signaling pathway (GO:1902178)"	7	47	0.456588394780754	0.713702203943938	"FGF16;TGFB1;NCBP1;UBC;POLR2E;MAPK1;FGF1"	"BP"
"splicing factor protein import into nucleus (GO:0035048)"	"splicing factor protein import into nucleus (GO:0035048)"	4	18	0.137264819274777	0.536712209322075	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"limb spinous cell differentiation (GO:0060890)"	"limb spinous cell differentiation (GO:0060890)"	3	8	0.024514651160348	0.367188397666216	"ANXA1;WNT5A;TXNIP"	"BP"
"positive regulation of mesodermal to mesenchymal transition involved in gastrulation (GO:0060808)"	"positive regulation of mesodermal to mesenchymal transition involved in gastrulation (GO:0060808)"	4	24	0.317500707873985	0.633416026061516	"COL1A1;TGFB1;RGCC;BCL9L"	"BP"
"regulation of epithelial cell migration (GO:0010632)"	"regulation of epithelial cell migration (GO:0010632)"	4	33	0.603693223724582	0.794103048678977	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"positive regulation of T cell proliferation (GO:0042102)"	"positive regulation of T cell proliferation (GO:0042102)"	3	18	0.306450814763872	0.615675404921181	"CD274;ANXA1;THY1"	"BP"
"transcription factor import into nucleus (GO:0042991)"	"transcription factor import into nucleus (GO:0042991)"	4	18	0.137264819274777	0.536712209322075	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"ERBB2 signaling pathway (GO:0038128)"	"ERBB2 signaling pathway (GO:0038128)"	4	25	0.35064050221185	0.63781013823576	"ERBB3;UBC;MAPK1;NRG2"	"BP"
"regulation of autophagy (GO:0010506)"	"regulation of autophagy (GO:0010506)"	4	25	0.35064050221185	0.63781013823576	"VMP1;DRAM1;CISD2;MAPT"	"BP"
"activation of MAPK activity by adrenergic receptor signaling pathway (GO:0071883)"	"activation of MAPK activity by adrenergic receptor signaling pathway (GO:0071883)"	6	38	0.382255120186549	0.651348933371284	"WNT5A;UBC;MAPK1;NOD1;FGF1;THBS1"	"BP"
"ribonucleoprotein complex import into nucleus (GO:0071167)"	"ribonucleoprotein complex import into nucleus (GO:0071167)"	4	18	0.137264819274777	0.536712209322075	"PDIA3;IPO13;NUP107;HEATR3"	"BP"
"sequestering of BMP from receptor via BMP binding (GO:0038098)"	"sequestering of BMP from receptor via BMP binding (GO:0038098)"	1	10	0.478569159977502	0.714871629049145	"HTRA3"	"BP"
"male gonad development (GO:0008584)"	"male gonad development (GO:0008584)"	2	14	0.377792298206834	0.65079311386995	"MKKS;WNT5A"	"BP"
"cellular bud neck septin ring organization (GO:0032186)"	"cellular bud neck septin ring organization (GO:0032186)"	1	19	0.821258453580626	0.931982941168092	"CUL7"	"BP"
"cellular bud site selection (GO:0000282)"	"cellular bud site selection (GO:0000282)"	1	19	0.821258453580626	0.931982941168092	"CUL7"	"BP"
"phospholipase C-activating adrenergic receptor signaling pathway (GO:0071882)"	"phospholipase C-activating adrenergic receptor signaling pathway (GO:0071882)"	3	10	0.0567975900172253	0.430326115010406	"ANO1;F2R;ADRA1A"	"BP"
"plant-type primary cell wall biogenesis (GO:0009833)"	"plant-type primary cell wall biogenesis (GO:0009833)"	1	19	0.821258453580626	0.931982941168092	"CUL7"	"BP"
"multi-ciliated epithelial cell differentiation (GO:1903251)"	"multi-ciliated epithelial cell differentiation (GO:1903251)"	3	19	0.344524918722996	0.63781013823576	"TPP1;HNRNPH3;CNN3"	"BP"
"positive regulation of interleukin-6 production (GO:0032755)"	"positive regulation of interleukin-6 production (GO:0032755)"	2	11	0.240275639189433	0.545650589489303	"WNT5A;RAB7B"	"BP"
"negative regulation of reactive oxygen species biosynthetic process (GO:1903427)"	"negative regulation of reactive oxygen species biosynthetic process (GO:1903427)"	3	6	0.00682658869205688	0.288844633594692	"SIRT5;SIRT2;SNCA"	"BP"
"protein localization to mitotic actomyosin contractile ring (GO:1904498)"	"protein localization to mitotic actomyosin contractile ring (GO:1904498)"	1	19	0.821258453580626	0.931982941168092	"CUL7"	"BP"
"regulation of wound healing, spreading of epidermal cells (GO:1903689)"	"regulation of wound healing, spreading of epidermal cells (GO:1903689)"	4	29	0.482412410803852	0.717750143482495	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"negative regulation of MAPK cascade (GO:0043409)"	"negative regulation of MAPK cascade (GO:0043409)"	5	39	0.584490978763206	0.782585888232326	"TGFB1;CAV3;ULK4;CHORDC1;ATG14"	"BP"
"epithelial cell differentiation (GO:0030855)"	"epithelial cell differentiation (GO:0030855)"	3	19	0.344524918722996	0.63781013823576	"TPP1;HNRNPH3;CNN3"	"BP"
"polarized epithelial cell differentiation (GO:0030859)"	"polarized epithelial cell differentiation (GO:0030859)"	3	21	0.420559350901325	0.671224038898457	"TPP1;HNRNPH3;CNN3"	"BP"
"regulation of protein targeting to vacuole involved in autophagy (GO:1904051)"	"regulation of protein targeting to vacuole involved in autophagy (GO:1904051)"	4	25	0.35064050221185	0.63781013823576	"VMP1;DRAM1;CISD2;MAPT"	"BP"
"phosphatidylcholine biosynthetic process (GO:0006656)"	"phosphatidylcholine biosynthetic process (GO:0006656)"	4	22	0.252744760065793	0.563923807548139	"CSNK2B;FAR1;HDHD5;LPIN3"	"BP"
"non-canonical Wnt signaling pathway (GO:0035567)"	"non-canonical Wnt signaling pathway (GO:0035567)"	5	39	0.584490978763206	0.782585888232326	"TNKS2;WNT5A;UBC;WNT9A;RBX1"	"BP"
"lens fiber cell differentiation (GO:0070306)"	"lens fiber cell differentiation (GO:0070306)"	3	21	0.420559350901325	0.671224038898457	"TPP1;HNRNPH3;CNN3"	"BP"
"hepatocyte differentiation (GO:0070365)"	"hepatocyte differentiation (GO:0070365)"	4	30	0.514108597881609	0.743497303837954	"CITED2;TPP1;HNRNPH3;CNN3"	"BP"
"ubiquitin-dependent SMAD protein catabolic process (GO:0030579)"	"ubiquitin-dependent SMAD protein catabolic process (GO:0030579)"	6	65	0.90040848725583	0.987220648394473	"COPS3;NUB1;CDC23;UBE2D3;UBE2E1;FBXO7"	"BP"
"muscle thin filament assembly (GO:0071689)"	"muscle thin filament assembly (GO:0071689)"	4	21	0.221691317087781	0.545650589489303	"SPTA1;ALDOA;MYH6;BCAR1"	"BP"
"positive regulation of protein targeting to vacuole involved in autophagy (GO:1904053)"	"positive regulation of protein targeting to vacuole involved in autophagy (GO:1904053)"	3	31	0.736172848078378	0.881660867548267	"TMEM59;OPTN;TPCN1"	"BP"
"negative regulation of type I interferon-mediated signaling pathway (GO:0060339)"	"negative regulation of type I interferon-mediated signaling pathway (GO:0060339)"	4	13	0.0398737501543858	0.406400314073527	"MUL1;TRAFD1;IRAK3;PTPN2"	"BP"
"regulation of cardiac muscle contraction (GO:0055117)"	"regulation of cardiac muscle contraction (GO:0055117)"	4	24	0.317500707873985	0.633416026061516	"DMPK;CAV3;NKX2-5;MYH6"	"BP"
"calcium ion transport (GO:0006816)"	"calcium ion transport (GO:0006816)"	3	19	0.344524918722996	0.63781013823576	"RAMP2;SLC41A1;SLC3A2"	"BP"
"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)"	"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)"	6	66	0.908714112313401	0.993963072658188	"COPS3;NUB1;CDC23;UBE2D3;UBE2E1;FBXO7"	"BP"
"modulation of cell migration in other organism (GO:0044621)"	"modulation of cell migration in other organism (GO:0044621)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"regulation of angioblast cell migration involved in selective angioblast sprouting (GO:0035477)"	"regulation of angioblast cell migration involved in selective angioblast sprouting (GO:0035477)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"positive regulation of monocyte chemotaxis (GO:0090026)"	"positive regulation of monocyte chemotaxis (GO:0090026)"	1	5	0.176360763899981	0.536712209322075	"SERPINE1"	"BP"
"regulation of endothelial cell chemotaxis to vascular endothelial growth factor (GO:1904857)"	"regulation of endothelial cell chemotaxis to vascular endothelial growth factor (GO:1904857)"	4	32	0.574864565729036	0.779041318003083	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"negative regulation of acinar cell proliferation (GO:1904698)"	"negative regulation of acinar cell proliferation (GO:1904698)"	1	13	0.625915562719579	0.798789668824538	"TGFB1"	"BP"
"neurotransmitter-mediated guidance of interneurons involved in substrate-independent cerebral cortex tangential migration (GO:0021845)"	"neurotransmitter-mediated guidance of interneurons involved in substrate-independent cerebral cortex tangential migration (GO:0021845)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"regulation of distal tip cell migration (GO:1903354)"	"regulation of distal tip cell migration (GO:1903354)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"phospholipase C-activating angiotensin-activated signaling pathway (GO:0086097)"	"phospholipase C-activating angiotensin-activated signaling pathway (GO:0086097)"	3	11	0.0785472187233032	0.46787501441482	"ANO1;F2R;ADRA1A"	"BP"
"phospholipase C-activating tachykinin receptor signaling pathway (GO:0007209)"	"phospholipase C-activating tachykinin receptor signaling pathway (GO:0007209)"	3	9	0.0387604096463465	0.406400314073527	"ANO1;F2R;ADRA1A"	"BP"
"regulation of actin phosphorylation (GO:0043538)"	"regulation of actin phosphorylation (GO:0043538)"	3	32	0.759216888413998	0.895843042383361	"TWF2;ATG14;GPM6B"	"BP"
"negative regulation of adenylate cyclase activity (GO:0007194)"	"negative regulation of adenylate cyclase activity (GO:0007194)"	1	8	0.362592881857039	0.63781013823576	"GNAI2"	"BP"
"positive regulation of fatty acid beta-oxidation (GO:0032000)"	"positive regulation of fatty acid beta-oxidation (GO:0032000)"	3	7	0.0139668189376037	0.367188397666216	"ABCD2;LONP2;IRS2"	"BP"
"regulation of fibroblast chemotaxis (GO:1905210)"	"regulation of fibroblast chemotaxis (GO:1905210)"	4	32	0.574864565729036	0.779041318003083	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"lipoprotein catabolic process (GO:0042159)"	"lipoprotein catabolic process (GO:0042159)"	1	8	0.362592881857039	0.63781013823576	"TPP1"	"BP"
"negative regulation of cholangiocyte proliferation (GO:1904055)"	"negative regulation of cholangiocyte proliferation (GO:1904055)"	1	13	0.625915562719579	0.798789668824538	"TGFB1"	"BP"
"latency-replication decision (GO:0098689)"	"latency-replication decision (GO:0098689)"	2	19	0.588728571676615	0.784404253014218	"NUP107;NUP35"	"BP"
"peptidyl-tyrosine dephosphorylation (GO:0035335)"	"peptidyl-tyrosine dephosphorylation (GO:0035335)"	6	62	0.871557618915106	0.967446714235642	"CTDNEP1;DUSP22;PPP2R1A;PTPN2;MTMR6;PPP1CA"	"BP"
"hyaluronan catabolic process (GO:0030214)"	"hyaluronan catabolic process (GO:0030214)"	4	27	0.417138155569934	0.671224038898457	"HGSNAT;TGFB1;CHORDC1;IDS"	"BP"
"cortical cytoskeleton organization (GO:0030865)"	"cortical cytoskeleton organization (GO:0030865)"	6	55	0.777355573834753	0.905831606842635	"FMNL3;DIAPH1;CAPZB;PPP2R3C;THY1;ANK1"	"BP"
"regulation of formation of radial glial scaffolds (GO:0061924)"	"regulation of formation of radial glial scaffolds (GO:0061924)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"regulation of muscle cell chemotaxis toward tendon cell (GO:2001281)"	"regulation of muscle cell chemotaxis toward tendon cell (GO:2001281)"	4	32	0.574864565729036	0.779041318003083	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"sphingolipid biosynthesis involved in endoplasmic reticulum membrane organization (GO:0090159)"	"sphingolipid biosynthesis involved in endoplasmic reticulum membrane organization (GO:0090159)"	2	26	0.795825144984535	0.916704218097864	"VAPB;PLPP1"	"BP"
"negative regulation of epithelial cell proliferation (GO:0050680)"	"negative regulation of epithelial cell proliferation (GO:0050680)"	18	141	0.793467841331622	0.916704218097864	"ACVRL1;RARG;TGFB1;F2R;WNT9A;PODN;ADRA1A;SIRT2;RGCC;TMEM127;WNK2;NACC2;MXI1;CSNK2B;SMYD2;PLPP1;CD33;PTPN2"	"BP"
"negative regulation of urothelial cell proliferation (GO:0050676)"	"negative regulation of urothelial cell proliferation (GO:0050676)"	1	13	0.625915562719579	0.798789668824538	"TGFB1"	"BP"
"regulation of glial cell migration (GO:1903975)"	"regulation of glial cell migration (GO:1903975)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"regulation of mesenchymal stem cell migration (GO:1905320)"	"regulation of mesenchymal stem cell migration (GO:1905320)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"presynapse assembly (GO:0099054)"	"presynapse assembly (GO:0099054)"	3	14	0.163364785664956	0.536712209322075	"DNM3;BDNF;WNT5A"	"BP"
"negative regulation of lens epithelial cell proliferation (GO:2001110)"	"negative regulation of lens epithelial cell proliferation (GO:2001110)"	1	13	0.625915562719579	0.798789668824538	"TGFB1"	"BP"
"negative regulation of epithelial cell proliferation involved in prostate gland development (GO:0060770)"	"negative regulation of epithelial cell proliferation involved in prostate gland development (GO:0060770)"	1	13	0.625915562719579	0.798789668824538	"TGFB1"	"BP"
"regulation of hematopoietic stem cell migration (GO:2000471)"	"regulation of hematopoietic stem cell migration (GO:2000471)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"positive regulation of endothelial cell proliferation (GO:0001938)"	"positive regulation of endothelial cell proliferation (GO:0001938)"	5	39	0.584490978763206	0.782585888232326	"ACVRL1;PDCD6;WNT5A;AKT1;LAMB1"	"BP"
"negative regulation of thyroid gland epithelial cell proliferation (GO:1904442)"	"negative regulation of thyroid gland epithelial cell proliferation (GO:1904442)"	1	13	0.625915562719579	0.798789668824538	"TGFB1"	"BP"
"regulation of protein kinase activity (GO:0045859)"	"regulation of protein kinase activity (GO:0045859)"	2	22	0.690967088149348	0.849428873698265	"TSPYL2;ATG14"	"BP"
"negative regulation of granulosa cell proliferation (GO:1904196)"	"negative regulation of granulosa cell proliferation (GO:1904196)"	1	13	0.625915562719579	0.798789668824538	"TGFB1"	"BP"
"anion transport (GO:0006820)"	"anion transport (GO:0006820)"	6	30	0.17726340022752	0.536712209322075	"SLC25A26;LASP1;SLC9A6;SLC9A8;SLC1A1;SLC17A7"	"BP"
"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045869)"	"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045869)"	2	15	0.423029066397375	0.671224038898457	"ILF3;SRPK1"	"BP"
"regulation of metanephric mesenchymal cell migration (GO:2000589)"	"regulation of metanephric mesenchymal cell migration (GO:2000589)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"regulation of neuroblast migration (GO:0061853)"	"regulation of neuroblast migration (GO:0061853)"	4	28	0.450030591764836	0.705106754626579	"TGFB1;NEXN;FLNA;AKT1"	"BP"
"negative regulation of JAK-STAT cascade (GO:0046426)"	"negative regulation of JAK-STAT cascade (GO:0046426)"	2	18	0.550170100157622	0.76323365977885	"LRRC15;PODN"	"BP"
