"Term"	"interest_hit"	"background_hit"	"original_score"	"corrected_score"	"Genes"	"GO_process"
"extracellular matrix assembly (GO:0085029)"	"extracellular matrix assembly (GO:0085029)"	10	79	0.719566999195784	0.869052399944617	"VCAN;ITGA4;ITGB3;TNC;BGN;PDGFA;ITGB8;ITGAE;ITGAL;CD44"	"BP"
"positive regulation of transcription from RNA polymerase II promoter in response to heat stress (GO:0061408)"	"positive regulation of transcription from RNA polymerase II promoter in response to heat stress (GO:0061408)"	1	11	0.536415345813575	0.772407274000157	"DAXX"	"BP"
"ubiquitin-dependent protein catabolic process (GO:0006511)"	"ubiquitin-dependent protein catabolic process (GO:0006511)"	6	58	0.829578169366733	0.936853451775628	"RNF20;KCTD10;SQSTM1;DTL;CHFR;UBE2L3"	"BP"
"synaptic transmission, glutamatergic (GO:0035249)"	"synaptic transmission, glutamatergic (GO:0035249)"	12	38	0.00394448142895332	0.204338225453457	"GRIA1;UNC13C;GIPC1;MINK1;SLC1A3;KCNMB4;LPAR3;MBP;KCNQ5;OPRM1;CACNA1E;GPR19"	"BP"
"positive regulation of glial cell proliferation (GO:0060252)"	"positive regulation of glial cell proliferation (GO:0060252)"	21	127	0.348588929222658	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"heart trabecula formation (GO:0060347)"	"heart trabecula formation (GO:0060347)"	3	9	0.0398509640760669	0.423298961983808	"BMP10;BMP7;BMP5"	"BP"
"positive regulation of cell proliferation involved in kidney development (GO:1901724)"	"positive regulation of cell proliferation involved in kidney development (GO:1901724)"	21	125	0.319753211847762	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"spermatid development (GO:0007286)"	"spermatid development (GO:0007286)"	1	7	0.30459737112795	0.664388701986604	"ING2"	"BP"
"podosome assembly (GO:0071800)"	"podosome assembly (GO:0071800)"	8	52	0.436497983465245	0.717439461774886	"PARD6B;SLC2A1;PPIH;KCNQ5;SOX9;WASF1;PEX14;LLGL1"	"BP"
"epithelial cilium movement involved in determination of left/right asymmetry (GO:0060287)"	"epithelial cilium movement involved in determination of left/right asymmetry (GO:0060287)"	4	11	0.0193960992519724	0.377767386488079	"OFD1;GALNT11;STIL;RFX3"	"BP"
"axoneme assembly (GO:0035082)"	"axoneme assembly (GO:0035082)"	12	59	0.126999359926843	0.579994650037888	"OFD1;CEP126;GALNT11;NUMA1;CEP164;RFX3;PARVA;TRIM59;PTPN23;CDC14A;RAB8A;CDK5RAP2"	"BP"
"positive regulation of myoblast proliferation (GO:2000288)"	"positive regulation of myoblast proliferation (GO:2000288)"	21	125	0.319753211847762	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"protein O-linked glycosylation via hydroxylysine (GO:0018241)"	"protein O-linked glycosylation via hydroxylysine (GO:0018241)"	4	22	0.258522777881591	0.646251252593276	"B3GALNT2;KCNE1;POGLUT1;POMGNT2"	"BP"
"negative regulation of MAPK cascade (GO:0043409)"	"negative regulation of MAPK cascade (GO:0043409)"	4	39	0.757890399497316	0.892305214667904	"BMP10;TGFB3;PRR5L;BMP5"	"BP"
"interleukin-6-mediated signaling pathway (GO:0070102)"	"interleukin-6-mediated signaling pathway (GO:0070102)"	5	26	0.216506930004103	0.61645713364934	"SOCS2;NUMBL;LRTM1;LRRC4;BGN"	"BP"
"positive regulation of mesenchymal cell proliferation involved in lung development (GO:2000792)"	"positive regulation of mesenchymal cell proliferation involved in lung development (GO:2000792)"	3	7	0.0143926896081311	0.308709881057111	"PDGFA;SOX9;VEGFA"	"BP"
"dopaminergic neuron differentiation (GO:0071542)"	"dopaminergic neuron differentiation (GO:0071542)"	6	22	0.0463522121767902	0.423298961983808	"MYEF2;RYK;IL1RAPL1;DCLK2;SOX11;VEGFA"	"BP"
"carbohydrate transmembrane transport (GO:0034219)"	"carbohydrate transmembrane transport (GO:0034219)"	7	62	0.782098426570766	0.905916364736192	"SLC44A5;TUSC3;ABCB7;PDZD11;ABCC9;SLC50A1;ABCG1"	"BP"
"positive regulation of mesenchymal cell proliferation (GO:0002053)"	"positive regulation of mesenchymal cell proliferation (GO:0002053)"	21	126	0.334090279403621	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"adherens junction assembly (GO:0034333)"	"adherens junction assembly (GO:0034333)"	2	30	0.873108245493516	0.942639020491463	"CDH4;CDH3"	"BP"
"cellular protein catabolic process (GO:0044257)"	"cellular protein catabolic process (GO:0044257)"	11	74	0.505916933590954	0.763017948711909	"VCAN;GGA3;ADORA2A;GOLM1;PAPPA;TMEM132A;IGF2;TNC;IGFBP7;LTA4H;CYR61"	"BP"
"regulation of I-kappaB phosphorylation (GO:1903719)"	"regulation of I-kappaB phosphorylation (GO:1903719)"	1	20	0.846687893759931	0.940731799693459	"SQSTM1"	"BP"
"sensory perception of sound (GO:0007605)"	"sensory perception of sound (GO:0007605)"	3	17	0.274122588995966	0.664388701986604	"KCNE1;EYA1;CACNA1D"	"BP"
"vacuolar protein processing (GO:0006624)"	"vacuolar protein processing (GO:0006624)"	15	82	0.211960524055755	0.61645713364934	"GOLM1;TMEM132A;IGF2;TNC;CYR61;MMP14;VCAN;GGA3;MMP16;ADORA2A;XPNPEP3;PAPPA;CASP2;IGFBP7;LTA4H"	"BP"
"positive regulation of chorionic trophoblast cell proliferation (GO:1901384)"	"positive regulation of chorionic trophoblast cell proliferation (GO:1901384)"	21	125	0.319753211847762	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"transcription initiation from RNA polymerase I promoter for nuclear large rRNA transcript (GO:0001180)"	"transcription initiation from RNA polymerase I promoter for nuclear large rRNA transcript (GO:0001180)"	1	17	0.773722266967333	0.899806893755155	"RRN3"	"BP"
"positive regulation of hair follicle cell proliferation (GO:0071338)"	"positive regulation of hair follicle cell proliferation (GO:0071338)"	21	125	0.319753211847762	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"positive regulation of fat cell proliferation (GO:0070346)"	"positive regulation of fat cell proliferation (GO:0070346)"	21	126	0.334090279403621	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"positive regulation of secondary heart field cardioblast proliferation (GO:0072513)"	"positive regulation of secondary heart field cardioblast proliferation (GO:0072513)"	21	125	0.319753211847762	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"negative regulation of thyroid hormone receptor activity (GO:1904168)"	"negative regulation of thyroid hormone receptor activity (GO:1904168)"	3	39	0.883371558098678	0.948468026894671	"CEBPG;BRAF;PEX14"	"BP"
"positive regulation of hemocyte proliferation (GO:0035208)"	"positive regulation of hemocyte proliferation (GO:0035208)"	21	125	0.319753211847762	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"mitochondrial protein processing (GO:0034982)"	"mitochondrial protein processing (GO:0034982)"	15	83	0.226745039047024	0.61645713364934	"GOLM1;TMEM132A;IGF2;TNC;CYR61;MMP14;VCAN;GGA3;MMP16;ADORA2A;XPNPEP3;PAPPA;CASP2;IGFBP7;LTA4H"	"BP"
"insulin receptor signaling pathway (GO:0008286)"	"insulin receptor signaling pathway (GO:0008286)"	9	89	0.912276656878647	0.967937463878611	"ITK;SHC1;GRAP2;TNK2;ERBB2;IGF2;PIK3R3;FRK;RAB8A"	"BP"
"negative regulation of transforming growth factor beta receptor signaling pathway involved in primitive streak formation (GO:0090012)"	"negative regulation of transforming growth factor beta receptor signaling pathway involved in primitive streak formation (GO:0090012)"	2	29	0.857607120971314	0.940731799693459	"TGFB1I1;TGFBR1"	"BP"
"regulation of multivesicular body size involved in ubiquitin-dependent protein catabolism (GO:0010798)"	"regulation of multivesicular body size involved in ubiquitin-dependent protein catabolism (GO:0010798)"	6	59	0.842686012672123	0.940731799693459	"RNF20;KCTD10;SQSTM1;DTL;CHFR;UBE2L3"	"BP"
"calcium ion transmembrane transport via high voltage-gated calcium channel (GO:0061577)"	"calcium ion transmembrane transport via high voltage-gated calcium channel (GO:0061577)"	2	18	0.556307442345421	0.782661440467539	"CACNA1D;RYR3"	"BP"
"regulation of cell proliferation involved in tissue homeostasis (GO:0060784)"	"regulation of cell proliferation involved in tissue homeostasis (GO:0060784)"	6	48	0.649346755854363	0.832967030171792	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)"	"negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)"	2	19	0.594872827600875	0.79857754413241	"PTPRC;BIRC2"	"BP"
"positive regulation of fibroblast proliferation (GO:0048146)"	"positive regulation of fibroblast proliferation (GO:0048146)"	22	133	0.347015753581837	0.679398137203804	"TIPIN;CNOT6L;SHC1;HDAC1;LEF1;IGF2;PDGFA;SOX11;PTN;FOXM1;TGFBR1;VEGFA;SFRP1;PDGFC;RARA;GCNT2;SOX9;NUDT16;KIF20B;SOX4;SLAMF1;IL12RB2"	"BP"
"radial growth involved in right ventricle morphogenesis (GO:0003244)"	"radial growth involved in right ventricle morphogenesis (GO:0003244)"	3	9	0.0398509640760669	0.423298961983808	"HEY2;GATA3;SOX4"	"BP"
"regulation of inhibitory G-protein coupled receptor phosphorylation (GO:1904323)"	"regulation of inhibitory G-protein coupled receptor phosphorylation (GO:1904323)"	2	27	0.821579844170415	0.933021384982727	"RGS2;GIT1"	"BP"
"negative regulation of cell proliferation in bone marrow (GO:1903769)"	"negative regulation of cell proliferation in bone marrow (GO:1903769)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"regulation of epithelial cell proliferation (GO:0050678)"	"regulation of epithelial cell proliferation (GO:0050678)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"positive regulation of release of cytochrome c from mitochondria (GO:0090200)"	"positive regulation of release of cytochrome c from mitochondria (GO:0090200)"	4	16	0.0935476993962034	0.549912615903518	"MLLT11;PPIF;BMF;TGFBR1"	"BP"
"negative regulation of cell proliferation involved in compound eye morphogenesis (GO:2000496)"	"negative regulation of cell proliferation involved in compound eye morphogenesis (GO:2000496)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"regulation of chorionic trophoblast cell proliferation (GO:1901382)"	"regulation of chorionic trophoblast cell proliferation (GO:1901382)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"negative regulation of cell proliferation involved in heart morphogenesis (GO:2000137)"	"negative regulation of cell proliferation involved in heart morphogenesis (GO:2000137)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"regulation of cell proliferation involved in heart morphogenesis (GO:2000136)"	"regulation of cell proliferation involved in heart morphogenesis (GO:2000136)"	6	48	0.649346755854363	0.832967030171792	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of fibroblast proliferation (GO:0048145)"	"regulation of fibroblast proliferation (GO:0048145)"	6	48	0.649346755854363	0.832967030171792	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"protein denaturation involved in proteasomal ubiquitin-dependent protein catabolic process (GO:1902376)"	"protein denaturation involved in proteasomal ubiquitin-dependent protein catabolic process (GO:1902376)"	10	107	0.961656760480287	0.986306755599688	"CDC20;AMER1;UBE2W;TRIM9;KCTD10;SPOPL;GTSE1;BIRC2;ANAPC10;KLHL20"	"BP"
"ribosome-associated ubiquitin-dependent protein catabolic process (GO:1990116)"	"ribosome-associated ubiquitin-dependent protein catabolic process (GO:1990116)"	10	107	0.961656760480287	0.986306755599688	"CDC20;AMER1;UBE2W;TRIM9;KCTD10;SPOPL;GTSE1;BIRC2;ANAPC10;KLHL20"	"BP"
"cardiac muscle tissue morphogenesis (GO:0055008)"	"cardiac muscle tissue morphogenesis (GO:0055008)"	4	25	0.357629482002141	0.679398137203804	"BMP7;SGCG;VEGFA;BMP5"	"BP"
"activation of phospholipase C activity (GO:0007202)"	"activation of phospholipase C activity (GO:0007202)"	1	13	0.630846596520416	0.823505676297678	"ITK"	"BP"
"negative regulation of germ cell proliferation (GO:1905937)"	"negative regulation of germ cell proliferation (GO:1905937)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"negative regulation of hair follicle cell proliferation (GO:0071337)"	"negative regulation of hair follicle cell proliferation (GO:0071337)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"Golgi calcium ion transmembrane transport (GO:0061856)"	"Golgi calcium ion transmembrane transport (GO:0061856)"	2	19	0.594872827600875	0.79857754413241	"CACNA1D;RYR3"	"BP"
"negative regulation of mammary stem cell proliferation (GO:2000102)"	"negative regulation of mammary stem cell proliferation (GO:2000102)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"regulation of cell proliferation involved in compound eye morphogenesis (GO:2000495)"	"regulation of cell proliferation involved in compound eye morphogenesis (GO:2000495)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"negative regulation of sebum secreting cell proliferation (GO:1904003)"	"negative regulation of sebum secreting cell proliferation (GO:1904003)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis (GO:0090256)"	"regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis (GO:0090256)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"negative regulation of skeletal muscle cell proliferation (GO:0014859)"	"negative regulation of skeletal muscle cell proliferation (GO:0014859)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"negative regulation of synoviocyte proliferation (GO:1901646)"	"negative regulation of synoviocyte proliferation (GO:1901646)"	18	134	0.728632516436793	0.875626731641731	"CDKN2D;KLF11;TGFB3;TGFB1I1;CUL2;P3H1;GATA3;AXIN2;OPRM1;BMP5;SFRP1;GPNMB;WT1;CDK10;STRN;IGFBP7;SOX4;FRK"	"BP"
"transforming growth factor beta receptor signaling pathway involved in determination of left/right asymmetry (GO:0035463)"	"transforming growth factor beta receptor signaling pathway involved in determination of left/right asymmetry (GO:0035463)"	7	54	0.6330936616673	0.825440320223298	"GALNT11;STIL;TGFB3;SRC;PXN;GCNT2;TGFBR1"	"BP"
"peptidyl-threonine autophosphorylation (GO:1990443)"	"peptidyl-threonine autophosphorylation (GO:1990443)"	12	103	0.845601812958872	0.940731799693459	"SRC;NEK6;CAMK4;MINK1;ERBB2;DCLK2;STK4;AURKB;TGFBR1;AURKA;UHMK1;CAMKK2"	"BP"
"positive regulation of interleukin-17 production (GO:0032740)"	"positive regulation of interleukin-17 production (GO:0032740)"	1	6	0.241370213010279	0.61645713364934	"CARD11"	"BP"
"seminiferous tubule development (GO:0072520)"	"seminiferous tubule development (GO:0072520)"	4	13	0.0411824329700988	0.423298961983808	"ING2;WT1;GATA3;SOX9"	"BP"
"mannoprotein catabolic process (GO:0006058)"	"mannoprotein catabolic process (GO:0006058)"	1	16	0.743356900149256	0.881274363438084	"SCPEP1"	"BP"
"negative regulation of death-inducing signaling complex assembly (GO:1903073)"	"negative regulation of death-inducing signaling complex assembly (GO:1903073)"	4	25	0.357629482002141	0.679398137203804	"CDC42;SRC;ZMYND11;TGFBR1"	"BP"
"cellular response to nitric oxide (GO:0071732)"	"cellular response to nitric oxide (GO:0071732)"	4	18	0.1409822622395	0.579994650037888	"KCNC2;PXN;MPV17;CAMKK2"	"BP"
"negative regulation of protein tyrosine kinase activity (GO:0061099)"	"negative regulation of protein tyrosine kinase activity (GO:0061099)"	7	44	0.389892636450474	0.698196628606682	"SOCS2;SFRP1;PTPRC;PPP1R1A;LRTM1;LRRC4;BGN"	"BP"
"mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615)"	"mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615)"	3	34	0.806208978086307	0.920429848653435	"VPS13C;PPRC1;POLRMT"	"BP"
"protein K11-linked ubiquitination (GO:0070979)"	"protein K11-linked ubiquitination (GO:0070979)"	15	140	0.942719679728246	0.985521390486105	"RNF20;WSB1;FBXL18;PRPF19;FBXO10;CHFR;ANAPC10;UBE2L3;FBXL12;UBE2W;HECTD2;UBE2T;DTL;DZIP3;BIRC2"	"BP"
"viral genome integration into host DNA (GO:0044826)"	"viral genome integration into host DNA (GO:0044826)"	3	32	0.765366274759536	0.898190761762708	"NUP210;AAAS;BICD1"	"BP"
"virus maturation (GO:0019075)"	"virus maturation (GO:0019075)"	3	32	0.765366274759536	0.898190761762708	"NUP210;AAAS;BICD1"	"BP"
"establishment of endothelial blood-brain barrier (GO:0014045)"	"establishment of endothelial blood-brain barrier (GO:0014045)"	8	43	0.227538384028362	0.61645713364934	"VCAN;ALDH5A1;ADORA2A;SRC;B3GNT5;PDGFC;MBP;CELSR1"	"BP"
"viral life cycle (GO:0019058)"	"viral life cycle (GO:0019058)"	3	32	0.765366274759536	0.898190761762708	"NUP210;AAAS;BICD1"	"BP"
"protein K6-linked ubiquitination (GO:0085020)"	"protein K6-linked ubiquitination (GO:0085020)"	14	127	0.916350528984707	0.969663645662826	"BARD1;RNF20;WSB1;FBXL18;PRPF19;FBXO10;CHFR;UBE2L3;FBXL12;HECTD2;UBE2T;DTL;DZIP3;BIRC2"	"BP"
"regulation of cell proliferation (GO:0042127)"	"regulation of cell proliferation (GO:0042127)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of cell proliferation in bone marrow (GO:0071863)"	"regulation of cell proliferation in bone marrow (GO:0071863)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of cytoskeleton polarization involved in growth plate cartilage chondrocyte division (GO:0003427)"	"regulation of cytoskeleton polarization involved in growth plate cartilage chondrocyte division (GO:0003427)"	6	61	0.866472033361228	0.940731799693459	"CDC42;SYDE1;RUFY3;AP2A1;KIF20B;CELSR1"	"BP"
"T cell differentiation involved in immune response (GO:0002292)"	"T cell differentiation involved in immune response (GO:0002292)"	4	11	0.0193960992519724	0.377767386488079	"PTPRC;RHOH;PTPN22;SOX4"	"BP"
"regulation of cell proliferation involved in kidney development (GO:1901722)"	"regulation of cell proliferation involved in kidney development (GO:1901722)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of fat cell proliferation (GO:0070344)"	"regulation of fat cell proliferation (GO:0070344)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"positive regulation of G-protein coupled receptor protein signaling pathway (GO:0045745)"	"positive regulation of G-protein coupled receptor protein signaling pathway (GO:0045745)"	4	16	0.0935476993962034	0.549912615903518	"RGS2;GATA3;CDKN2AIP;GIT1"	"BP"
"regulation of hair follicle cell proliferation (GO:0071336)"	"regulation of hair follicle cell proliferation (GO:0071336)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of leukocyte proliferation (GO:0070663)"	"regulation of leukocyte proliferation (GO:0070663)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of germ cell proliferation (GO:1905936)"	"regulation of germ cell proliferation (GO:1905936)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"insulin receptor signaling pathway via phosphatidylinositol 3-kinase (GO:0038028)"	"insulin receptor signaling pathway via phosphatidylinositol 3-kinase (GO:0038028)"	3	36	0.841068958834337	0.940731799693459	"SHC1;IGF2;PIK3R3"	"BP"
"regulation of glial cell proliferation (GO:0060251)"	"regulation of glial cell proliferation (GO:0060251)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of mesenchymal cell proliferation (GO:0010464)"	"regulation of mesenchymal cell proliferation (GO:0010464)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"cell differentiation involved in kidney development (GO:0061005)"	"cell differentiation involved in kidney development (GO:0061005)"	4	20	0.196689550594117	0.613394213566549	"WT1;GATA3;TGFBR1;VEGFA"	"BP"
"regulation of mammary stem cell proliferation (GO:2000101)"	"regulation of mammary stem cell proliferation (GO:2000101)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of hemocyte proliferation (GO:0035206)"	"regulation of hemocyte proliferation (GO:0035206)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of sebum secreting cell proliferation (GO:1904002)"	"regulation of sebum secreting cell proliferation (GO:1904002)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"collecting duct development (GO:0072044)"	"collecting duct development (GO:0072044)"	4	20	0.196689550594117	0.613394213566549	"WT1;GATA3;TGFBR1;VEGFA"	"BP"
"regulation of synoviocyte proliferation (GO:1901645)"	"regulation of synoviocyte proliferation (GO:1901645)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"regulation of skeletal muscle cell proliferation (GO:0014857)"	"regulation of skeletal muscle cell proliferation (GO:0014857)"	6	47	0.626366968514282	0.823505676297678	"ITK;SRC;GRAP2;TNK2;SOX9;BIRC2"	"BP"
"kidney vasculature development (GO:0061440)"	"kidney vasculature development (GO:0061440)"	4	20	0.196689550594117	0.613394213566549	"WT1;GATA3;TGFBR1;VEGFA"	"BP"
"ribosomal small subunit assembly (GO:0000028)"	"ribosomal small subunit assembly (GO:0000028)"	4	14	0.0559917591185461	0.426776170834002	"RRP7A;SHQ1;BMS1;SURF6"	"BP"
"cellular protein complex assembly (GO:0043623)"	"cellular protein complex assembly (GO:0043623)"	8	54	0.48415678072842	0.739815022856543	"PARD6B;SLC2A1;PPIH;KCNQ5;SOX9;WASF1;PEX14;LLGL1"	"BP"
"mitochondrial translation (GO:0032543)"	"mitochondrial translation (GO:0032543)"	11	61	0.245575918614233	0.619222720469265	"MRPL4;TNIP1;ASMT;IGHMBP2;SARS;RPL13;RPLP2;IGF2BP3;RPL17;MRPL13;MRPS18C"	"BP"
"phospholipid catabolic process (GO:0009395)"	"phospholipid catabolic process (GO:0009395)"	2	17	0.515616649013677	0.771430582149911	"TMEM55B;PLPPR3"	"BP"
"protein import into mitochondrial matrix (GO:0030150)"	"protein import into mitochondrial matrix (GO:0030150)"	6	37	0.363395387733389	0.679398137203804	"GRPEL1;TIMM17A;SLC25A40;TOMM20;SLC25A25;SLC25A24"	"BP"
"fatty acid beta-oxidation (GO:0006635)"	"fatty acid beta-oxidation (GO:0006635)"	2	30	0.873108245493516	0.942639020491463	"ACBD5;AUH"	"BP"
"positive regulation of metanephric cap mesenchymal cell proliferation (GO:0090096)"	"positive regulation of metanephric cap mesenchymal cell proliferation (GO:0090096)"	3	7	0.0143926896081311	0.308709881057111	"PDGFA;SOX9;VEGFA"	"BP"
"translation (GO:0006412)"	"translation (GO:0006412)"	22	120	0.18062712622085	0.585147172715451	"GOLM1;TMEM132A;ASMT;IGF2;IGHMBP2;TNC;SARS;MRPL13;CYR61;MRPS18C;MRPL4;VCAN;GGA3;TNIP1;ADORA2A;PAPPA;RPL13;RPLP2;IGFBP7;IGF2BP3;LTA4H;RPL17"	"BP"
"adenylate cyclase-activating glucose-activated G-protein coupled receptor signaling pathway (GO:0010619)"	"adenylate cyclase-activating glucose-activated G-protein coupled receptor signaling pathway (GO:0010619)"	1	9	0.426593719140161	0.708500942366268	"GNAS"	"BP"
"negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter (GO:1900387)"	"negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter (GO:1900387)"	26	233	0.972706094406014	0.989765127980304	"TENM2;HDAC1;EHMT2;ZBTB1;ENO1;FOXM1;AURKB;HEY2;BEND3;KMT5A;MAP2K5;JAZF1;E2F8;KLF11;TGIF2;BCL11A;NR1H4;SOX11;NR2F2;NR2F6;VEGFA;PER3;YEATS2;WT1;ZMYND11;FRK"	"BP"
